AAL       	Services                 	Major Airlines                                              	   625289000	      26.60B
AGIO      	Healthcare               	Biotechnology                                               	    29271000	       2.35B
AGN       	Healthcare               	Drugs - Generic                                             	   388496000	     123.15B
AGNC      	Financial                	REIT - Residential                                          	   344496000	       6.22B
AGO       	Financial                	Surety & Title Insurance                                    	   138448000	       3.78B
AGRO      	Consumer Goods           	Farm Products                                               	    88374000	       1.32B
AGU       	Basic Materials          	Agricultural Chemicals                                      	   127833000	      13.14B
AHS       	Healthcare               	Specialized Health Services                                 	    46866000	       1.42B
AIG       	Financial                	Property & Casualty Insurance                               	  1236802000	      76.95B
AIV       	Financial                	REIT - Residential                                          	   154842000	       5.88B
AJG       	Financial                	Insurance Brokers                                           	   174885000	       7.81B
AKAM      	Technology               	Internet Information Providers                              	   172835000	      10.13B
AKRX      	Healthcare               	Drugs - Generic                                             	    79194000	       3.74B
AL        	Services                 	Rental & Leasing Services                                   	    94721000	       3.45B
ALB       	Basic Materials          	Specialty Chemicals                                         	   111773000	       5.80B
ALDR      	Healthcare               	Biotechnology                                               	    36418000	       1.55B
ALGN      	Healthcare               	Medical Appliances & Equipment                              	    71374000	       5.34B
ALJ       	Basic Materials          	Oil & Gas Refining & Marketing                              	    26526000	       1.21B
ALK       	Services                 	Regional Airlines                                           	   125644000	      10.32B
ALKS      	Healthcare               	Drug Delivery                                               	   148730000	      10.85B
ALL       	Financial                	Property & Casualty Insurance                               	   386035000	      24.53B
ALLY      	Financial                	Mortgage Investment                                         	   438158000	       9.63B
ALNY      	Healthcare               	Biotechnology                                               	    73909000	       8.69B
ALR       	Healthcare               	Medical Laboratories & Research                             	    77487000	       3.43B
ALSN      	Consumer Goods           	Auto Parts                                                  	   131593000	       4.74B
ALTR      	Technology               	Semiconductor - Specialized                                 	   301521000	      15.97B
ALXN      	Healthcare               	Biotechnology                                               	   223715000	      39.11B
AMAG      	Healthcare               	Diagnostic Substances                                       	    29656000	     921.36M
AMAT      	Technology               	Semiconductor Equipment & Materials                         	  1178264000	      21.49B
AMBA      	Technology               	Semiconductor Equipment & Materials                         	    28754000	       1.85B
AMCX      	Services                 	Entertainment - Diversified                                 	    60088000	       5.80B
AME       	Industrial Goods         	Diversified Machinery                                       	   234264000	      13.37B
AMGN      	Healthcare               	Biotechnology                                               	   753437000	     120.62B
AMH       	Financial                	REIT - Residential                                          	   134740000	       3.44B
AMP       	Financial                	Asset Management                                            	   173505000	      19.93B
AMSG      	Healthcare               	Specialized Health Services                                 	    46634000	       3.96B
AMT       	Financial                	REIT - Diversified                                          	   422934000	      42.56B
AMTD      	Financial                	Investment Brokerage - National                             	   238159000	      19.96B
AMX       	Technology               	Wireless Communications                                     	  1539950000	      56.38B
AMZN      	Services                 	Catalog & Mail Order Houses                                 	   384258000	     313.34B
AN        	Services                 	Auto Dealerships                                            	    75416000	       7.02B
ANAC      	Healthcare               	Biotechnology                                               	    36717000	       4.67B
ANET      	Technology               	Diversified Computer Systems                                	    37790000	       4.84B
ANF       	Services                 	Apparel Stores                                              	    67850000	       1.68B
ANGI      	Technology               	Internet Software & Services                                	    49068000	     614.42M
ANSS      	Technology               	Application Software                                        	    88336000	       8.15B
ANTM      	Healthcare               	Health Care Plans                                           	   260607000	      34.28B
AON       	Financial                	Insurance Brokers                                           	   270487000	      25.98B
AOS       	Industrial Goods         	Industrial Electrical Equipment                             	    73027000	       6.88B
APA       	Basic Materials          	Independent Oil & Gas                                       	   376332000	      18.56B
APC       	Basic Materials          	Independent Oil & Gas                                       	   506913000	      29.85B
APD       	Basic Materials          	Chemicals - Major Diversified                               	   194583000	      30.02B
APH       	Technology               	Diversified Electronics                                     	   304768000	      16.87B
APLE      	N/A                      	N/A                                                         	   153523000	       3.36B
APO       	Financial                	Diversified Investments                                     	   176923000	       3.00B
AR        	Basic Materials          	Oil & Gas Drilling & Exploration                            	    60671000	       5.91B
ARCC      	Financial                	Diversified Investments                                     	           0	         N/A
ARG       	Basic Materials          	Chemicals - Major Diversified                               	    64450000	      10.00B
ARMH      	N/A                      	N/A                                                         	   455590000	      23.24B
ARMK      	Services                 	Specialty Eateries                                          	   207243000	       7.82B
ARPI      	Financial                	REIT - Residential                                          	    25299000	     528.26M
ARRS      	Technology               	Communication Equipment                                     	   127267000	       4.46B
ARW       	Services                 	Electronics Wholesale                                       	    92549000	       5.33B
ASB       	Financial                	Regional - Midwest Banks                                    	   148602000	       3.09B
ASC       	Services                 	Shipping                                                    	    19886000	     326.88M
ASH       	Basic Materials          	Chemicals - Major Diversified                               	    66707000	       7.53B
ASML      	N/A                      	N/A                                                         	   346310000	      39.31B
ASNA      	Services                 	Apparel Stores                                              	   127841000	       1.75B
ATHM      	Technology               	Internet Information Providers                              	    34429000	       3.62B
ATHN      	Technology               	Healthcare Information Services                             	    38209000	       6.11B
ATI       	Industrial Goods         	Metal Fabrication                                           	   107773000	       1.35B
ATO       	Utilities                	Gas Utilities                                               	   100162000	       6.35B
ATU       	Industrial Goods         	Diversified Machinery                                       	    54480000	       1.47B
ATVI      	Technology               	Multimedia & Graphics Software                              	   337719000	      27.43B
ATW       	Basic Materials          	Oil & Gas Drilling & Exploration                            	    56435000	     971.75M
AVB       	Financial                	REIT - Residential                                          	   136406000	      24.64B
AVG       	Technology               	Application Software                                        	    42585000	       1.05B
AVGO      	Technology               	Semiconductor - Broad Line                                  	   274882000	      34.81B
AVT       	Services                 	Electronics Wholesale                                       	   131302000	       6.02B
AVY       	Consumer Goods           	Business Equipment                                          	    90689000	       6.01B
AWAY      	Technology               	Internet Information Providers                              	    88012000	       3.47B
AWH       	Financial                	Property & Casualty Insurance                               	    88405000	       3.26B
AWI       	Industrial Goods         	General Building Materials                                  	    37113000	       2.76B
AWK       	Utilities                	Water Utilities                                             	   179078000	      10.30B
AXL       	Consumer Goods           	Auto Parts                                                  	    72507000	       1.68B
AXLL      	Basic Materials          	Synthetics                                                  	    64324000	       1.33B
AXP       	Financial                	Credit Services                                             	   830477000	      71.28B
AXTA      	Basic Materials          	Specialty Chemicals                                         	   166060000	       6.89B
AYR       	Services                 	Rental & Leasing Services                                   	    60493000	       1.68B
AZN       	Healthcare               	Drug Manufacturers - Major                                  	  2477161000	      86.15B
AZPN      	Technology               	Business Software & Services                                	    83150000	       3.54B
BA        	Industrial Goods         	Aerospace/Defense Products & Services                       	   669427000	     100.10B
BABA      	Services                 	Specialty Retail, Other                                     	  1031060000	     196.76B
BAC       	Financial                	Money Center Banks                                          	 10508878000	     185.62B
BAH       	Services                 	Management Services                                         	   112826000	       4.46B
BAK       	Basic Materials          	Chemicals - Major Diversified                               	    81008000	       5.78B
BAM       	Financial                	Real Estate Development                                     	   858158000	      32.85B
BAX       	Healthcare               	Medical Instruments & Supplies                              	   492376000	      20.96B
BBBY      	Services                 	Home Furnishing Stores                                      	   159472000	       8.85B
BBL       	Basic Materials          	Industrial Metals & Minerals                                	  1010812000	      71.57B
BBT       	Financial                	Regional - Southeast Banks                                  	   777232000	      30.15B
BBY       	Services                 	Electronics Stores                                          	   300443000	      10.52B
BC        	Consumer Goods           	Recreational Goods, Other                                   	    90614000	       4.98B
BCE       	Technology               	Telecom Services - Domestic                                 	   848667000	      37.25B
BCOR      	Technology               	Internet Information Providers                              	    38202000	     414.43M
BCRX      	Healthcare               	Biotechnology                                               	    58021000	     735.56M
BCS       	Financial                	Foreign Money Center Banks                                  	  4699034000	      72.07B
BDX       	Healthcare               	Medical Instruments & Supplies                              	   208896000	      31.79B
BEAV      	Industrial Goods         	Aerospace/Defense Products & Services                       	    95394000	       4.81B
BEE       	Financial                	REIT - Hotel/Motel                                          	   254044000	       3.97B
BEL       	Services                 	Lodging                                                     	    87964000	       1.04B
BEN       	Financial                	Asset Management                                            	   373915000	      24.87B
BERY      	Consumer Goods           	Packaging & Containers                                      	   117296000	       4.38B
BG        	Consumer Goods           	Farm Products                                               	   140722000	       9.33B
BGG       	Industrial Goods         	Diversified Machinery                                       	    42368000	     830.10M
BHI       	Basic Materials          	Oil & Gas Equipment & Services                              	   413139000	      22.24B
BHP       	Basic Materials          	Industrial Metals & Minerals                                	  1602634000	      77.42B
BID       	Services                 	Specialty Retail, Other                                     	    52423000	       1.94B
BIDU      	Technology               	Internet Information Providers                              	   269492000	      71.44B
BIG       	Services                 	Discount, Variety Stores                                    	    49032000	       2.20B
BIIB      	Healthcare               	Biotechnology                                               	   222655000	      64.68B
BITA      	Technology               	Internet Information Providers                              	    20394000	       1.76B
BK        	Financial                	Asset Management                                            	  1090165000	      47.81B
BKD       	Healthcare               	Long-Term Care Facilities                                   	   154350000	       4.18B
BKE       	Services                 	Apparel Stores                                              	    28047000	       1.46B
BKH       	Utilities                	Electric Utilities                                          	    44257000	       1.90B
BKS       	Services                 	Specialty Retail, Other                                     	    50466000	     974.31M
BKU       	Financial                	Regional - Mid-Atlantic Banks                               	   100969000	       3.91B
BLDR      	Industrial Goods         	General Building Materials                                  	    61549000	       1.40B
BLK       	Financial                	Asset Management                                            	   159233000	      60.19B
BLL       	Consumer Goods           	Packaging & Containers                                      	   129499000	       9.47B
BLMN      	Services                 	Restaurants                                                 	   113550000	       2.08B
BLUE      	Healthcare               	Biotechnology                                               	    36307000	       2.96B
BMO       	Financial                	Money Center Banks                                          	   641409000	      36.84B
BMRN      	Healthcare               	Biotechnology                                               	   160468000	      15.64B
BMS       	Consumer Goods           	Packaging & Containers                                      	    94868000	       4.49B
BMY       	Healthcare               	Drug Manufacturers - Major                                  	  1666551000	     113.14B
BNS       	Financial                	Money Center Banks                                          	  1206765000	      54.89B
BOFI      	Financial                	Savings & Loans                                             	    57500000	       1.20B
BOOT      	Services                 	Apparel Stores                                              	    13720000	     280.65M
BOX       	Technology               	Application Software                                        	    34918000	       1.55B
BP        	Basic Materials          	Major Integrated Oil & Gas                                  	  2948288000	     105.30B
BPFH      	Financial                	Regional - Northeast Banks                                  	    80775000	     989.60M
BPL       	Basic Materials          	Oil & Gas Pipelines                                         	   128479000	       8.58B
BPOP      	Financial                	Foreign Regional Banks                                      	    96301000	       2.98B
BR        	Technology               	Information & Delivery Services                             	   117624000	       6.62B
BRCM      	Technology               	Semiconductor - Integrated Circuits                         	   565340000	      32.60B
BRFS      	Consumer Goods           	Meat Products                                               	   748436000	      12.57B
BRK.B     	N/A                      	N/A                                                         	           0	         N/A
BRKR      	Healthcare               	Medical Laboratories & Research                             	   107925000	       3.72B
BRO       	Financial                	Insurance Brokers                                           	   115385000	       4.59B
BRS       	Basic Materials          	Oil & Gas Equipment & Services                              	    34608000	       1.02B
BRX       	Financial                	REIT - Retail                                               	   187292000	       7.49B
BSX       	Healthcare               	Medical Appliances & Equipment                              	  1331702000	      24.04B
BTU       	Basic Materials          	Industrial Metals & Minerals                                	    17360000	     208.87M
BUD       	Consumer Goods           	Beverages - Brewers                                         	   803091000	     201.26B
BUFF      	Consumer Goods           	Food - Major Diversified                                    	    77300000	       3.35B
BURL      	Services                 	Discount, Variety Stores                                    	    73224000	       3.32B
BWA       	Consumer Goods           	Auto Parts                                                  	   222878000	       9.69B
BWLD      	Services                 	Restaurants                                                 	    18833000	       2.95B
BWP       	Basic Materials          	Oil & Gas Pipelines                                         	   124480000	       3.09B
BWXT      	Industrial Goods         	Aerospace/Defense Products & Services                       	    95163000	       3.13B
BX        	Financial                	Asset Management                                            	   553381000	      19.25B
BXLT      	Healthcare               	Biotechnology                                               	   546101000	      23.29B
BXP       	Financial                	REIT - Office                                               	   152525000	      19.43B
BXS       	Financial                	Regional - Southeast Banks                                  	    84283000	       2.51B
BYD       	Services                 	Resorts & Casinos                                           	    72959000	       2.24B
BZH       	Industrial Goods         	Residential Construction                                    	    28605000	     449.88M
C         	Financial                	Money Center Banks                                          	  2974402000	     163.10B
CA        	Technology               	Business Software & Services                                	   312410000	      12.41B
CAA       	N/A                      	N/A                                                         	    76736000	       4.98B
CAB       	Services                 	Sporting Goods Stores                                       	    45569000	       3.20B
CAG       	Consumer Goods           	Processed & Packaged Goods                                  	   400118000	      17.68B
CAH       	Services                 	Drugs Wholesale                                             	   328237000	      28.82B
CAKE      	Services                 	Restaurants                                                 	    43698000	       2.25B
CALD      	Technology               	Business Software & Services                                	    54838000	       1.14B
CALM      	Consumer Goods           	Food - Major Diversified                                    	    29855000	       2.75B
CAM       	Basic Materials          	Oil & Gas Equipment & Services                              	   189726000	      12.96B
CAR       	Services                 	Rental & Leasing Services                                   	    67034000	       4.11B
CAT       	Industrial Goods         	Farm & Construction Machinery                               	   580865000	      41.42B
CAVM      	Technology               	Semiconductor - Broad Line                                  	    54551000	       3.94B
CB        	Financial                	Property & Casualty Insurance                               	   226168000	      29.83B
CBD       	Services                 	Grocery Stores                                              	   120733000	       4.02B
CBG       	Financial                	Property Management                                         	   296997000	      12.26B
CBI       	Industrial Goods         	General Contractors                                         	    95755000	       4.40B
CBL       	Financial                	REIT - Retail                                               	   165715000	       2.32B
CBOE      	Financial                	Diversified Investments                                     	    77403000	       5.94B
CBPX      	Industrial Goods         	General Building Materials                                  	    36115000	     758.74M
CBS       	Services                 	Entertainment - Diversified                                 	   429351000	      24.37B
CBZ       	Services                 	Business Services                                           	    46884000	     538.05M
CCE       	Consumer Goods           	Beverages - Soft Drinks                                     	   207595000	      11.37B
CCI       	Technology               	Diversified Communication Services                          	   330444000	      28.99B
CCJ       	Basic Materials          	Industrial Metals & Minerals                                	   395266000	       4.77B
CCK       	Consumer Goods           	Packaging & Containers                                      	   132566000	       7.10B
CCL       	Services                 	Resorts & Casinos                                           	   420120000	      40.13B
CDNS      	Technology               	Application Software                                        	   271554000	       6.39B
CDW       	Technology               	Information Technology Services                             	   143224000	       7.63B
CE        	Basic Materials          	Chemicals - Major Diversified                               	   146013000	      10.46B
CELG      	Healthcare               	Biotechnology                                               	   783501000	      89.18B
CEMP      	Healthcare               	Biotechnology                                               	    36848000	       1.31B
CERN      	Technology               	Healthcare Information Services                             	   303761000	      20.10B
CF        	Basic Materials          	Agricultural Chemicals                                      	   232068000	      10.23B
CFFN      	Financial                	Savings & Loans                                             	   121505000	       1.69B
CFG       	N/A                      	N/A                                                         	   526861000	      13.73B
CFR       	Financial                	Regional - Southwest  Banks                                 	    53353000	       4.36B
CFX       	Industrial Goods         	Diversified Machinery                                       	    99456000	       3.36B
CG        	Financial                	Asset Management                                            	    78200000	       1.40B
CGNX      	Technology               	Scientific & Technical Instruments                          	    80646000	       3.11B
CHD       	Consumer Goods           	Cleaning Products                                           	   130784000	      11.24B
CHKP      	Technology               	Security Software & Services                                	   132084000	      14.99B
CHL       	Technology               	Wireless Communications                                     	  1122277000	     241.77B
CHMT      	Basic Materials          	Specialty Chemicals                                         	           0	         N/A
CHRW      	Services                 	Air Delivery & Freight Services                             	   142741000	       9.84B
CHS       	Services                 	Apparel Stores                                              	   125725000	       1.73B
CHTR      	Services                 	CATV Systems                                                	    76064000	      20.93B
CHU       	Technology               	Wireless Communications                                     	   524535000	      31.11B
CI        	Healthcare               	Health Care Plans                                           	   250418000	      34.05B
CIB       	Financial                	Foreign Regional Banks                                      	   160341000	       7.34B
CIEN      	Technology               	Communication Equipment                                     	   132250000	       3.32B
CIM       	Financial                	REIT - Diversified                                          	   162206000	       2.65B
CINF      	Financial                	Property & Casualty Insurance                               	   156201000	      10.00B
CIT       	Financial                	Credit Services                                             	   197672000	       8.58B
CL        	Consumer Goods           	Personal Products                                           	   866444000	      59.29B
CLB       	Basic Materials          	Oil & Gas Equipment & Services                              	    41646000	       4.76B
CLDX      	Healthcare               	Biotechnology                                               	    98256000	       1.60B
CLH       	Industrial Goods         	Waste Management                                            	    52131000	       2.40B
CLI       	Financial                	REIT - Office                                               	    87817000	       2.14B
CLLS      	N/A                      	N/A                                                         	    23808000	       1.17B
CLNY      	Financial                	REIT - Diversified                                          	    98131000	       2.31B
CLR       	Basic Materials          	Independent Oil & Gas                                       	    84820000	      12.70B
CLVS      	Healthcare               	Biotechnology                                               	    30803000	       1.01B
CLX       	Consumer Goods           	Housewares & Accessories                                    	   128683000	      15.99B
CMA       	Financial                	Money Center Banks                                          	   175400000	       8.20B
CMC       	Basic Materials          	Steel & Iron                                                	   115200000	       1.69B
CMCM      	Technology               	Application Software                                        	    22028000	       2.75B
CMCSA     	Services                 	Entertainment - Diversified                                 	  2436859000	     154.56B
CMCSK     	N/A                      	N/A                                                         	  2436859000	     154.83B
CME       	Financial                	Investment Brokerage - National                             	   322995000	      33.02B
CMG       	Services                 	Restaurants                                                 	    30658000	      16.72B
CMI       	Industrial Goods         	Diversified Machinery                                       	   176050000	      17.43B
CMS       	Utilities                	Electric Utilities                                          	   273817000	       9.87B
CNC       	Healthcare               	Health Care Plans                                           	   113667000	       6.84B
CNI       	Services                 	Railroads                                                   	   695979000	      47.64B
CNK       	Services                 	Movie Production, Theaters                                  	   104180000	       4.01B
CNL       	Utilities                	Electric Utilities                                          	    59670000	       2.99B
CNO       	Financial                	Accident & Health Insurance                                 	   183831000	       3.77B
CNP       	Utilities                	Gas Utilities                                               	   428640000	       7.35B
CNQ       	Basic Materials          	Independent Oil & Gas                                       	  1061627000	      27.02B
CNW       	N/A                      	N/A                                                         	           0	         N/A
COF       	Financial                	Credit Services                                             	   536950000	      42.96B
COG       	Basic Materials          	Independent Oil & Gas                                       	   407451000	       8.23B
COH       	Consumer Goods           	Textile - Apparel Footwear & Accessories                    	   277207000	       8.48B
COL       	Industrial Goods         	Aerospace/Defense Products & Services                       	   131046000	      12.31B
COMM      	Technology               	Communication Equipment                                     	   114004000	       5.40B
CONE      	Financial                	REIT - Diversified                                          	    60762000	       2.26B
CONN      	Services                 	Electronics Stores                                          	    12785000	     939.17M
COP       	Basic Materials          	Independent Oil & Gas                                       	  1234358000	      65.35B
COST      	Services                 	Discount, Variety Stores                                    	   433741000	      71.34B
COT       	Consumer Goods           	Beverages - Soft Drinks                                     	   107706000	       1.12B
COTY      	Consumer Goods           	Personal Products                                           	    48991000	       9.42B
CP        	Services                 	Railroads                                                   	   138813000	      22.82B
CPA       	Services                 	Regional Airlines                                           	    33002000	       2.40B
CPB       	Consumer Goods           	Processed & Packaged Goods                                  	   204880000	      15.12B
CPG       	Basic Materials          	Independent Oil & Gas                                       	   501679000	       6.39B
CPGX      	Basic Materials          	Oil & Gas Pipelines                                         	   315704000	       6.06B
CPHD      	Technology               	Scientific & Technical Instruments                          	    71222000	       2.61B
CPN       	Utilities                	Electric Utilities                                          	   353227000	       5.22B
CPRT      	Services                 	Auto Dealerships                                            	   107848000	       4.41B
CREE      	Technology               	Semiconductor Equipment & Materials                         	   101945000	       2.66B
CRI       	Consumer Goods           	Textile - Apparel Clothing                                  	    47467000	       4.55B
CRM       	Technology               	Application Software                                        	   622682000	      53.79B
CROX      	Consumer Goods           	Textile - Apparel Footwear & Accessories                    	    71758000	     757.21M
CRR       	Basic Materials          	Oil & Gas Equipment & Services                              	    19572000	     376.75M
CRTO      	Technology               	Internet Information Providers                              	    42329000	       2.40B
CRUS      	Technology               	Semiconductor - Specialized                                 	    63305000	       1.83B
CRZO      	Basic Materials          	Independent Oil & Gas                                       	    54770000	       2.19B
CS        	Financial                	Foreign Money Center Banks                                  	  1461187000	      36.69B
CSAL      	Financial                	REIT - Industrial                                           	   120796000	       2.76B
CSC       	Technology               	Information Technology Services                             	   130978000	       9.69B
CSCO      	Technology               	Networking & Communication Devices                          	  5075478000	     140.06B
CSIQ      	Technology               	Semiconductor - Specialized                                 	    42545000	       1.17B
CSL       	Consumer Goods           	Rubber & Plastics                                           	    63871000	       5.63B
CSOD      	Technology               	Application Software                                        	    49258000	       1.90B
CST       	Services                 	Specialty Retail, Other                                     	    73981000	       2.74B
CSX       	Services                 	Railroads                                                   	   971863000	      29.14B
CTAS      	Services                 	Business Services                                           	    88333000	       9.86B
CTB       	Consumer Goods           	Rubber & Plastics                                           	    55687000	       2.30B
CTCT      	Services                 	Marketing Services                                          	    29279000	       1.01B
CTL       	Technology               	Telecom Services - Domestic                                 	   546429000	      14.95B
CTRP      	Services                 	Lodging                                                     	    97300000	      15.83B
CTSH      	Technology               	Business Software & Services                                	   604748000	      39.60B
CTXS      	Technology               	Business Software & Services                                	   152649000	      11.54B
CUBE      	Financial                	REIT - Industrial                                           	   171704000	       4.99B
CUDA      	Technology               	Communication Equipment                                     	    22517000	     934.08M
CVA       	Industrial Goods         	Waste Management                                            	   117256000	       2.08B
CVC       	Services                 	CATV Systems                                                	   214214000	       8.57B
CVE       	Basic Materials          	Oil & Gas Drilling & Exploration                            	   831990000	      12.21B
CVG       	Services                 	Business Services                                           	    96034000	       2.44B
CVLT      	Technology               	Application Software                                        	    41992000	       1.82B
CVRR      	Basic Materials          	Oil & Gas Refining & Marketing                              	    50046000	       3.04B
CVS       	Healthcare               	Health Care Plans                                           	  1108346000	     102.04B
CVX       	Basic Materials          	Major Integrated Oil & Gas                                  	  1881378000	     167.52B
CXO       	Basic Materials          	Oil & Gas Drilling & Exploration                            	   117607000	      12.94B
CXW       	Financial                	REIT - Diversified                                          	   116228000	       3.05B
CYBR      	Technology               	Business Software & Services                                	    21790000	       1.23B
CYH       	Healthcare               	Hospitals                                                   	   100498000	       3.14B
CYN       	N/A                      	N/A                                                         	           0	         N/A
CYT       	Basic Materials          	Specialty Chemicals                                         	    70987000	       5.33B
CYTK      	Healthcare               	Biotechnology                                               	    30286000	     434.70M
D         	Utilities                	Electric Utilities                                          	   593107000	      41.08B
DAL       	Services                 	Major Airlines                                              	   785092000	      38.42B
DAN       	Consumer Goods           	Auto Parts                                                  	   152024000	       2.38B
DATA      	Technology               	Application Software                                        	    52064000	       6.78B
DB        	Financial                	Foreign Regional Banks                                      	  1310734000	      35.67B
DCI       	Industrial Goods         	Diversified Machinery                                       	   123490000	       4.08B
DD        	Basic Materials          	Agricultural Chemicals                                      	   874934000	      58.46B
DDR       	Financial                	REIT - Retail                                               	   302011000	       6.19B
DDS       	Services                 	Department Stores                                           	    29238000	       2.83B
DE        	Industrial Goods         	Farm & Construction Machinery                               	   297213000	      24.77B
DECK      	Consumer Goods           	Textile - Apparel Footwear & Accessories                    	    31788000	       1.62B
DEI       	Financial                	REIT - Diversified                                          	   138536000	       4.56B
DEPO      	Healthcare               	Drug Manufacturers - Other                                  	    59833000	       1.12B
DF        	Consumer Goods           	Dairy Products                                              	    90202000	       1.72B
DFS       	Financial                	Credit Services                                             	   422943000	      24.38B
DFT       	Financial                	REIT - Office                                               	    64282000	       2.13B
DG        	Services                 	Discount, Variety Stores                                    	   278618000	      18.88B
DGI       	Industrial Goods         	Aerospace/Defense Products & Services                       	    68940000	       1.18B
DGX       	Healthcare               	Medical Laboratories & Research                             	   142822000	       9.74B
DHI       	Industrial Goods         	Residential Construction                                    	   341078000	      11.88B
DHR       	Industrial Goods         	Diversified Machinery                                       	   632360000	      66.71B
DIS       	Services                 	Entertainment - Diversified                                 	  1566805000	     204.12B
DISCA     	Services                 	CATV Systems                                                	   320923000	      13.79B
DISCK     	N/A                      	N/A                                                         	   320923000	      13.03B
DISH      	Services                 	CATV Systems                                                	   213430000	      29.56B
DK        	Basic Materials          	Oil & Gas Refining & Marketing                              	    46943000	       1.68B
DKS       	Services                 	Sporting Goods Stores                                       	    89120000	       4.48B
DLPH      	Consumer Goods           	Auto Parts                                                  	   278351000	      24.15B
DLTR      	Services                 	Discount, Variety Stores                                    	   225502000	      16.06B
DMND      	Consumer Goods           	Processed & Packaged Goods                                  	    30807000	       1.32B
DNKN      	Services                 	Restaurants                                                 	    92179000	       3.88B
DNOW      	Basic Materials          	Oil & Gas Equipment & Services                              	    99997000	       1.97B
DO        	Basic Materials          	Oil & Gas Drilling & Exploration                            	    64009000	       3.02B
DOV       	Industrial Goods         	Diversified Machinery                                       	   152593000	      10.14B
DOW       	Basic Materials          	Chemicals - Major Diversified                               	  1154872000	      61.78B
DOX       	Technology               	Business Software & Services                                	   150295000	       8.68B
DPLO      	Healthcare               	Drugs - Generic                                             	    39291000	       2.25B
DPS       	Consumer Goods           	Beverages - Soft Drinks                                     	   188149000	      16.60B
DPZ       	Services                 	Restaurants                                                 	    51292000	       5.74B
DRE       	Financial                	REIT - Industrial                                           	   343935000	       6.91B
DRH       	Financial                	REIT - Hotel/Motel                                          	   198605000	       2.16B
DRI       	Services                 	Restaurants                                                 	   105740000	       7.06B
DRII      	Services                 	Resorts & Casinos                                           	    50696000	       1.89B
DSW       	Services                 	Apparel Stores                                              	    73621000	       2.02B
DTE       	Utilities                	Electric Utilities                                          	   178569000	      14.61B
DUK       	Utilities                	Electric Utilities                                          	   687673000	      47.56B
DV        	Services                 	Education & Training Services                               	    57802000	       1.47B
DVA       	Healthcare               	Specialized Health Services                                 	   205220000	      15.51B
DVAX      	Healthcare               	Biotechnology                                               	    33834000	     961.78M
DVN       	Basic Materials          	Independent Oil & Gas                                       	   387026000	      18.60B
DWA       	Services                 	Movie Production, Theaters                                  	    70749000	       2.13B
DWRE      	Technology               	Application Software                                        	    33741000	       1.93B
DXCM      	Healthcare               	Medical Laboratories & Research                             	    79358000	       7.01B
DY        	Industrial Goods         	Heavy Construction                                          	    27006000	       2.77B
