"ACRE"	"None"	1075.000	12/31/2018	15.280	13.810	98.000	0.400	66.600	206.000	25.717	0.000	-17.300	39.200	-214.400	157.900	2.400	"NEW YORK"	"NY"	"United States"	28.554	28.543	28.525	28.496	28.487	28.481	28.476	28.469
"ACRS"	"None"	96.000	09/30/2018	6.910	13.730	31.000	4.300	96.900	737.000	37.060	1.800	-33.500	-91.800	0.000	58.300	-104.000	"WAYNE"	"PA"	"United States"	30.982	30.945	30.886	30.869	28.835	26.595	26.081	23.391
"ADBE"	"500"	21357.000	11/30/2018	260.420	241.280	94.000	0.100	88.500	4209.000	487.806	241.700	-27.400	3754.500	-2249.800	-1526.100	46.500	"SAN JOSE"	"CA"	"United States"	488.248	490.025	491.914	492.061	492.114	493.426	494.371	494.612
"ADC"	"SmallCap 600"	36.000	12/31/2018	65.630	56.930	97.000	2.900	-99999999.990	415.000	36.276	21.500	-4.800	93.200	470.100	-568.100	22.300	"FARMINGTON HILLS"	"MI"	"United States"	34.886	31.759	31.445	30.802	29.535	28.573	26.390	25.953
"ADES"	"None"	29.000	12/31/2018	11.090	10.690	90.000	1.300	67.100	102.000	19.346	0.000	-6.900	-9.900	19.500	-16.500	46.500	"HIGHLANDS RANCH"	"CO"	"United States"	19.334	19.726	20.062	20.502	20.761	20.808	21.189	21.914
"ADI"	"500"	15800.000	02/02/2019	109.950	93.630	99.000	0.100	92.500	2763.000	367.069	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	31.300	"NORWOOD"	"MA"	"United States"	368.703	371.087	371.315	370.763	369.093	368.067	367.315	353.227
"ADM"	"500"	31600.000	12/31/2018	43.010	45.610	83.000	0.400	80.300	3850.000	558.279	842.000	1985.000	-4784.000	187.000	6582.000	6.600	"CHICAGO"	"IL"	"United States"	564.000	565.000	564.000	563.000	563.000	566.000	571.000	576.000
"ADMS"	"None"	159.000	12/31/2018	7.990	20.160	24.000	1.000	-99999999.990	882.000	26.738	1.100	-34.700	-104.200	138.900	-69.300	-26.000	"EMERYVILLE"	"CA"	"United States"	27.360	27.266	27.040	25.861	23.062	22.569	22.392	22.206
"ADP"	"500"	57000.000	12/31/2018	154.630	132.470	99.000	0.100	81.800	2223.000	432.949	167.800	-8375.800	2771.600	-9424.500	-1647.500	2.800	"ROSELAND"	"NJ"	"United States"	435.700	436.800	437.900	441.000	441.300	442.200	444.497	446.500
"ADS"	"500"	20000.000	12/31/2018	171.920	196.430	69.000	1.200	98.600	569.000	51.475	199.800	-347.000	2754.900	-1217.900	-1872.000	14.500	"PLANO"	"TX"	"United States"	54.000	54.800	55.200	55.400	55.400	55.400	55.600	56.400
"ADSK"	"500"	8800.000	10/31/2018	155.100	143.390	92.000	0.100	99.100	2214.000	217.614	61.000	-278.700	54.600	-595.900	265.400	-83.900	"SAN RAFAEL"	"CA"	"United States"	218.900	219.000	218.600	218.900	219.600	219.500	219.900	222.308
"ADSW"	"None"	6074.000	12/31/2018	27.200	24.880	97.000	0.800	-99999999.990	286.000	88.413	188.600	0.000	308.300	-101.500	-206.800	2.000	"PONTE VEDRA"	"FL"	"United States"	88.675	88.615	88.556	88.516	88.479	88.399	88.276	88.137
"ADT"	"None"	19000.000	12/31/2018	6.720	7.860	68.000	0.200	98.600	5846.000	740.511	126.800	240.400	1787.600	193.000	-1738.200	28.200	"BOCA RATON"	"FL"	"United States"	756.680	755.277	750.009	728.579	755.389	755.389	755.389	-99999999.990
"ADTN"	"SmallCap 600"	1900.000	12/31/2018	14.540	14.760	75.000	1.000	95.200	284.000	47.324	8.100	19.100	55.500	-32.400	0.300	-65.500	"HUNTSVILLE"	"AL"	"United States"	47.739	47.710	47.856	48.232	48.282	47.870	48.036	48.430
"ADUS"	"SmallCap 600"	4875.000	12/31/2018	66.260	59.420	85.000	1.400	-99999999.990	109.000	12.872	5.300	16.700	33.200	51.200	-67.800	14.900	"FRISCO"	"TX"	"United States"	12.976	12.179	11.533	11.502	11.488	11.486	11.470	11.434
"ADVM"	"None"	82.000	12/31/2018	5.700	5.170	74.000	-99999999.990	73.400	504.000	59.159	0.800	85.400	-54.000	69.900	69.400	-17.800	"MENLO PARK"	"CA"	"United States"	62.932	62.454	62.366	57.420	46.097	43.381	43.009	42.144
"AEE"	"500"	8838.000	12/31/2018	72.000	63.620	98.000	0.500	74.700	1526.000	243.605	52.000	39.000	2170.000	205.000	-2336.000	2.500	"ST. LOUIS"	"MO"	"United States"	244.400	244.100	243.700	242.900	242.600	242.600	242.600	242.600
"AEGN"	"SmallCap 600"	5350.000	12/31/2018	17.220	20.960	64.000	0.100	-99999999.990	146.000	30.537	30.500	-23.700	39.700	-60.400	1.200	14.100	"CHESTERFIELD"	"MO"	"United States"	32.209	32.312	32.378	32.484	33.151	32.905	33.134	33.819
"AEIS"	"SmallCap 600"	2259.000	12/31/2018	48.940	55.000	69.000	0.700	99.600	274.000	37.786	20.300	-65.700	146.000	-97.100	-113.600	17.200	"FORT COLLINS"	"CO"	"United States"	38.397	38.970	39.349	39.619	39.655	39.786	39.849	39.738
"AEL"	"SmallCap 600"	554.000	12/31/2018	30.190	31.920	78.000	0.800	96.000	388.000	87.315	4.300	-1089.600	43.200	1275.500	-2408.300	-108.600	"WEST DES MOINES"	"IA"	"United States"	90.557	90.486	90.327	90.017	89.311	89.069	88.897	88.647
"AEO"	"MidCap 400"	9000.000	02/02/2019	20.720	23.440	69.000	0.800	95.100	6112.000	162.567	189.000	-80.300	456.600	-252.500	-282.800	1.800	"PITTSBURGH"	"PA"	"United States"	174.805	176.938	177.249	176.853	176.936	177.288	177.228	179.312
"AEP"	"500"	17582.000	12/31/2018	82.560	73.490	98.000	0.000	75.900	3365.000	493.192	46.100	31.500	5223.200	1161.900	-6353.600	-7.000	"COLUMBUS"	"OH"	"United States"	493.150	492.985	492.688	492.267	491.914	491.841	491.791	491.712
"AERI"	"None"	353.000	12/31/2018	45.640	53.470	61.000	1.500	-99999999.990	730.000	41.201	31.300	5.200	-152.600	137.000	20.800	-99999999.990	"DURHAM"	"NC"	"United States"	45.139	43.657	39.205	38.599	36.500	36.210	34.783	33.777
"AES"	"500"	21000.000	12/31/2018	17.840	14.510	97.000	0.300	97.500	6545.000	658.130	2121.000	215.000	2417.000	-1643.000	-505.000	29.800	"ARLINGTON"	"VA"	"United States"	665.000	662.000	661.000	661.000	660.000	660.000	660.000	659.000
"AFG"	"MidCap 400"	300.000	12/31/2018	96.250	100.840	82.000	0.600	67.900	410.000	73.519	80.000	-823.000	2083.000	2444.000	-5350.000	3.100	"CINCINNATI"	"OH"	"United States"	89.300	89.100	89.000	88.600	88.100	88.100	87.800	87.200
"AFI"	"None"	1800.000	12/31/2018	13.580	15.920	66.000	0.100	99.400	255.000	25.652	35.300	134.800	62.500	13.300	60.600	-7.500	"LANCASTER"	"PA"	"United States"	25.968	25.996	25.939	25.901	27.114	26.811	27.747	28.017
"AFIN"	"None"	-99999999.990	12/31/2018	10.810	14.430	58.000	0.100	14.700	675.000	53.702	10.400	-17.600	95.000	75.600	-188.200	-28.700	"NEW YORK"	"NY"	"United States"	106.102	105.905	106.123	106.123	106.123	106.123	106.123	106.123
"AFL"	"500"	11390.000	12/31/2018	50.100	46.050	99.000	0.200	70.700	2937.000	733.074	0.000	846.000	6014.000	-1616.000	-3582.000	0.400	"COLUMBUS"	"GA"	"United States"	759.931	767.049	772.949	778.550	784.230	788.958	792.866	802.260
"AGCO"	"MidCap 400"	21200.000	12/31/2018	67.750	59.400	98.000	2.000	88.600	523.000	63.059	203.300	-41.600	595.900	-413.300	-205.500	10.600	"DULUTH"	"GA"	"United States"	77.600	78.700	79.300	79.600	79.500	79.500	79.500	79.500
"AGIO"	"None"	482.000	12/31/2018	65.170	70.730	65.000	0.300	-99999999.990	438.000	50.846	7.000	-32.200	-304.400	546.000	-273.800	-45.100	"CAMBRIDGE"	"MA"	"United States"	58.198	58.033	57.722	55.695	48.797	48.459	46.746	42.281
"AGLE"	"None"	61.000	12/31/2018	8.250	9.160	69.000	1.100	75.200	180.000	23.271	0.400	9.600	-32.200	57.100	-15.200	-59.000	"AUSTIN"	"TX"	"United States"	23.974	21.987	20.599	16.672	16.590	16.410	14.114	13.366
"AGNC"	"None"	56.000	12/31/2018	18.000	18.340	91.000	0.200	72.100	4434.000	534.399	0.000	157.000	1113.000	26980.000	-27936.000	-15.700	"BETHESDA"	"MD"	"United States"	505.000	462.300	404.900	391.300	391.900	364.700	346.400	331.000
"AGR"	"None"	6449.000	12/31/2018	48.690	50.180	89.000	0.000	15.500	466.000	55.478	1787.000	-3.000	1791.000	-230.000	-1564.000	30.000	"ORANGE"	"CT"	"United States"	309.491	309.491	309.518	309.514	309.491	309.491	309.521	309.509
"AGS"	"None"	678.000	12/31/2018	25.400	25.740	77.000	0.500	-99999999.990	827.000	35.172	54.600	51.500	45.500	76.100	-70.100	38.100	"LAS VEGAS"	"NV"	"United States"	35.325	35.305	35.233	31.735	35.244	33.629	33.629	33.629
"AGX"	"None"	1552.000	10/31/2018	48.830	42.450	98.000	0.700	87.400	143.000	13.949	8.200	6.100	-149.200	-11.300	165.200	18.600	"ROCKVILLE"	"MD"	"United States"	15.569	15.568	15.568	15.561	15.545	15.514	15.467	15.342
"AHH"	"SmallCap 600"	156.000	12/31/2018	15.320	14.560	95.000	1.000	85.800	187.000	67.066	11.700	1.100	56.100	185.600	-240.600	7.100	"VIRGINIA BEACH"	"VA"	"United States"	118.718	49.194	45.928	45.132	115.999	44.934	42.091	37.622
"AI"	"None"	12.000	12/31/2018	8.410	9.360	71.000	1.700	38.800	594.000	35.895	0.000	5.100	63.700	24.000	-82.600	-43.500	"ARLINGTON"	"VA"	"United States"	30.405	29.382	28.210	28.197	28.217	26.377	24.319	23.652
"AIG"	"500"	49600.000	12/31/2018	43.860	46.480	77.000	0.000	92.200	4884.000	868.621	0.000	621.000	61.000	794.000	-223.000	-30.000	"NEW YORK"	"NY"	"United States"	887.378	895.237	903.216	907.952	907.853	908.667	925.751	980.777
"AIMC"	"None"	9300.000	12/31/2018	32.520	35.690	68.000	0.600	-99999999.990	554.000	63.872	37.500	117.000	116.300	986.200	-989.400	10.000	"BRAINTREE"	"MA"	"United States"	64.169	29.010	28.979	29.073	29.060	29.008	28.978	28.763
"AIMT"	"None"	215.000	12/31/2018	21.670	28.670	60.000	0.400	83.400	651.000	43.914	9.400	34.000	-169.100	299.200	-96.000	-99999999.990	"BRISBANE"	"CA"	"United States"	59.806	58.274	57.903	53.578	50.842	50.458	50.230	50.069
"AIN"	"SmallCap 600"	4400.000	12/31/2018	74.130	70.080	90.000	0.100	96.800	142.000	28.494	81.600	14.000	132.500	-27.300	-82.900	29.100	"ROCHESTER"	"NH"	"United States"	32.267	32.264	32.257	32.220	32.196	32.187	32.166	32.128
"AINV"	"None"	0.000	12/31/2018	15.850	15.030	88.000	0.100	46.300	412.000	68.828	0.000	10.300	99.400	-89.100	0.000	-17.600	"NEW YORK"	"NY"	"United States"	70.106	71.366	71.971	72.245	72.849	73.173	73.231	73.247
"AIR"	"SmallCap 600"	5000.000	11/30/2018	35.100	42.200	68.000	3.400	96.200	581.000	33.176	20.500	29.700	57.900	13.000	-41.000	44.200	"WOOD DALE"	"IL"	"United States"	34.600	34.600	34.500	34.000	34.000	34.000	33.900	33.700
"AIT"	"SmallCap 600"	6634.000	12/31/2018	58.210	66.460	71.000	0.600	92.000	162.000	38.033	18.900	-5.500	191.700	600.000	-795.400	7.000	"CLEVELAND"	"OH"	"United States"	38.743	38.714	38.683	38.674	38.716	38.932	39.025	38.999
"AIV"	"500"	1050.000	12/31/2018	49.700	44.650	98.000	0.700	-99999999.990	1268.000	142.747	7.700	-69.900	396.400	-588.200	121.800	-5.600	"DENVER"	"CO"	"United States"	151.151	151.971	151.963	151.872	151.594	151.578	151.577	151.532
"AIZ"	"500"	14750.000	12/31/2018	97.000	96.870	87.000	0.700	96.400	1237.000	53.224	82.800	257.200	656.700	1838.000	-2202.500	19.200	"NEW YORK"	"NY"	"United States"	62.993	63.621	57.060	53.169	54.656	54.525	55.230	56.201
"AJG"	"500"	30400.000	12/31/2018	79.230	72.820	98.000	0.200	88.900	1414.000	181.969	124.400	-68.200	765.100	162.000	-910.300	15.900	"ROLLING MEADOWS"	"IL"	"United States"	183.600	183.300	182.400	181.500	181.000	180.500	179.900	178.900
"AJRD"	"SmallCap 600"	5004.000	12/31/2018	34.540	33.030	84.000	1.600	-99999999.990	1070.000	76.103	43.200	205.300	252.700	-26.500	-20.900	101.000	"EL SEGUNDO"	"CA"	"United States"	76.600	74.700	73.900	73.700	73.600	73.500	73.200	72.300
"AKAM"	"500"	7519.000	12/31/2018	72.590	70.130	87.000	0.500	90.600	1159.000	158.142	217.600	722.600	1008.300	233.600	-506.500	-8.000	"CAMBRIDGE"	"MA"	"United States"	162.959	165.924	170.250	170.116	169.429	170.976	172.674	173.158
"AKBA"	"None"	114.000	09/30/2018	8.100	8.750	66.000	0.800	69.600	2101.000	107.563	1.500	38.400	-82.300	165.200	-44.400	-99999999.990	"CAMBRIDGE"	"MA"	"United States"	57.028	56.890	48.614	47.396	46.939	40.820	38.759	38.281
"AKCA"	"None"	248.000	12/31/2018	29.450	29.250	72.000	75.400	26.400	379.000	15.776	-99999999.990	30.500	-202.900	162.800	70.500	-55.500	"BOSTON"	"MA"	"United States"	89.083	87.210	82.325	66.616	129.932	53.523	28.885	28.885
"AKR"	"SmallCap 600"	112.000	12/31/2018	26.910	26.050	90.000	0.100	-99999999.990	394.000	81.006	94.800	-50.800	96.100	-10.300	-136.600	-14.800	"RYE"	"NY"	"United States"	81.586	81.566	81.756	83.434	83.734	83.700	83.683	83.655
"AKTS"	"None"	69.000	12/31/2018	6.680	6.450	70.000	18.000	26.700	294.000	22.954	4.200	30.400	-16.000	50.700	-4.300	-79.200	"HUNTERSVILLE"	"NC"	"United States"	27.853	22.241	22.213	22.285	20.168	19.168	18.705	17.691
"AL"	"None"	97.000	12/31/2018	33.640	37.740	71.000	3.100	87.200	1233.000	103.810	287.500	14.700	1254.100	2145.400	-3384.800	14.200	"LOS ANGELES"	"CA"	"United States"	107.043	104.067	104.004	103.748	103.404	103.222	103.181	102.948
"ALB"	"500"	5900.000	12/31/2018	85.230	90.320	78.000	0.400	98.500	1065.000	105.188	700.000	-582.000	546.200	-786.500	-303.700	38.200	"CHARLOTTE"	"NC"	"United States"	106.039	107.315	109.671	110.681	110.509	110.476	110.686	111.986
"ALDR"	"None"	202.000	12/31/2018	13.780	15.150	66.000	0.300	91.800	788.000	73.060	3.100	6.000	-250.900	377.900	-121.100	-99999999.990	"BOTHELL"	"WA"	"United States"	68.349	68.233	67.966	67.845	67.884	64.527	50.428	50.396
"ALDX"	"None"	19.000	12/31/2018	8.330	11.730	50.000	-99999999.990	73.100	355.000	27.148	0.300	27.300	-29.900	80.500	-23.300	-99999999.990	"LEXINGTON"	"MA"	"United States"	26.237	20.970	19.761	19.367	19.153	15.581	15.136	13.797
"ALE"	"MidCap 400"	1889.000	12/31/2018	81.820	77.160	97.000	0.200	71.900	241.000	51.196	312.400	-31.100	433.100	-115.200	-349.000	-1.500	"DULUTH"	"MN"	"United States"	51.300	51.400	51.300	51.200	51.100	51.000	50.900	50.200
"ALEC"	"None"	78.000	09/30/2018	19.260	19.500	81.000	8.200	37.400	473.000	53.471	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	"SOUTH SAN FRANCISCO"	"CA"	"United States"	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990
"ALEX"	"MidCap 400"	875.000	12/31/2018	23.350	21.510	92.000	0.900	79.900	276.000	67.771	54.400	131.700	309.900	-73.500	-104.700	24.200	"HONOLULU"	"HI"	"United States"	71.800	72.000	72.000	66.400	49.500	49.200	49.200	49.100
"ALG"	"SmallCap 600"	3470.000	12/31/2018	99.260	95.830	83.000	0.300	93.100	111.000	11.416	26.600	8.700	12.900	22.200	-25.400	15.000	"SEGUIN"	"TX"	"United States"	11.693	11.689	11.652	11.606	11.591	11.586	11.547	11.472
"ALGN"	"500"	11660.000	12/31/2018	259.290	288.400	65.000	0.800	84.400	1576.000	72.842	223.300	187.400	554.700	-369.400	6.900	35.200	"SAN JOSE"	"CA"	"United States"	79.890	80.111	80.216	80.036	80.082	80.163	80.188	79.904
"ALGT"	"SmallCap 600"	3901.000	12/31/2018	126.250	137.940	71.000	19.400	81.400	215.000	13.087	334.800	25.300	356.600	-62.400	-269.000	-13.200	"LAS VEGAS"	"NV"	"United States"	15.977	15.957	15.943	15.889	15.866	15.852	15.997	16.382
"ALK"	"500"	23376.000	12/31/2018	56.110	64.270	75.000	0.300	90.200	2908.000	122.610	105.000	-83.000	1195.000	-647.000	-631.000	-20.900	"SEATAC"	"WA"	"United States"	123.272	123.224	123.268	123.155	122.341	123.467	123.573	123.495
"ALL"	"500"	45140.000	12/31/2018	94.210	89.870	92.000	0.200	81.700	2141.000	318.251	277.000	-118.000	5175.000	-3574.000	-1719.000	-5.800	"NORTHBROOK"	"IL"	"United States"	342.100	346.000	349.200	354.100	357.500	361.300	363.600	365.700
"ALLK"	"None"	62.000	12/31/2018	39.200	45.740	60.000	0.000	84.500	589.000	43.102	6.900	-50.700	-38.500	138.800	-151.000	-99999999.990	"SAN CARLOS"	"CA"	"United States"	46.069	42.113	42.113	40.469	-99999999.990	-99999999.990	-99999999.990	-99999999.990
"ALLO"	"None"	122.000	12/31/2018	26.300	28.610	74.000	21.200	51.800	724.000	51.395	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	"SOUTH SAN FRANCISCO"	"CA"	"United States"	121.483	115.227	115.227	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990
"ALLY"	"None"	8200.000	12/31/2018	26.860	24.800	93.000	0.400	-99999999.990	2597.000	399.097	3709.000	357.000	4150.000	10721.000	-14509.000	-5.100	"DETROIT"	"MI"	"United States"	409.067	420.225	430.864	436.213	441.980	449.169	457.891	465.961
"ALNY"	"None"	1065.000	12/31/2018	88.630	107.130	58.000	0.200	88.500	797.000	94.784	126.900	-224.200	-562.600	65.500	272.900	-39.000	"CAMBRIDGE"	"MA"	"United States"	101.070	100.783	100.519	99.979	96.139	91.828	88.098	86.027
"ALRM"	"SmallCap 600"	884.000	12/31/2018	61.520	51.070	93.000	0.500	97.800	441.000	44.033	11.000	49.700	60.700	2.400	-13.400	-12.100	"VIENNA"	"VA"	"United States"	48.050	47.813	47.439	47.226	47.167	46.886	46.442	46.226
"ALSN"	"None"	2900.000	12/31/2018	46.540	45.590	87.000	0.600	-99999999.990	1126.000	125.181	100.000	32.000	837.000	-700.000	-103.000	29.100	"INDIANAPOLIS"	"IN"	"United States"	127.000	130.000	134.000	139.000	140.000	146.000	151.000	157.900
