"TICKER","Ticker"
"EBIT_Y1","EBIT Y1"
"EBIT_12M","EBIT 12m"
"PRICE_Y7","Price Y7"
"PRICE_Y6","Price Y6"
"PRICE_Y5","Price Y5"
"PRICE_Y4","Price Y4"
"PRICE_Y3","Price Y3"
"PRICE_Y2","Price Y2"
"PRICE_Y1","Price Y1"
"PRICE_M001","Price M001"
"TCI_Y7","Cash from investing Y7"
"TCI_Y6","Cash from investing Y6"
"TCI_Y5","Cash from investing Y5"
"TCI_Y4","Cash from investing Y4"
"TCI_Y3","Cash from investing Y3"
"TCI_Y2","Cash from investing Y2"
"TCI_Y1","Cash from investing Y1"
"TCI_12M","Cash from investing 12m"
"LTDEBT_Y7","Long-term debt Y7"
"LTDEBT_Y6","Long-term debt Y6"
"LTDEBT_Y5","Long-term debt Y5"
"LTDEBT_Y4","Long-term debt Y4"
"LTDEBT_Y3","Long-term debt Y3"
"LTDEBT_Y2","Long-term debt Y2"
"LTDEBT_Y1","Long-term debt Y1"
"LTDEBT_Q1","Long-term debt Q1"
"INSDPS","Insiders--shares purchased"
"INSDSS","Insiders--shares sold"
"PEREND_Q1","Ending date Q1"
"PEREND_Y1","Ending date Y1"
