"CNP"	"500"	7977.000	09/30/2018	0.100	500.330	1553.000	94.000	2069.000	431.554	432.000	431.000	431.183	431.026	431.000	431.000	432.257
"COF"	"500"	47600.000	09/30/2018	0.700	470.383	911.000	2840.000	13129.000	477.800	485.100	486.900	485.700	484.900	484.000	482.300	483.600
"COG"	"500"	308.000	09/30/2018	0.300	424.269	825.200	-194.200	968.000	440.772	451.055	459.715	462.358	462.498	464.768	465.348	465.208
"COO"	"500"	11800.000	07/31/2018	0.300	48.804	182.000	109.600	631.300	49.100	49.100	48.900	48.900	48.900	49.000	48.800	48.772
"COP"	"500"	11100.000	09/30/2018	0.000	1149.753	6650.000	-3182.000	11632.000	1163.033	1172.378	1179.792	1191.926	1212.454	1236.831	1243.280	1246.343
"COST"	"500"	143000.000	09/02/2018	0.400	435.468	2969.000	1509.000	5774.000	438.379	438.740	439.022	437.965	437.798	438.817	439.127	438.007
"COTY"	"500"	20000.000	09/30/2018	40.600	442.642	468.600	-491.400	340.700	750.800	750.600	750.100	749.600	748.600	747.500	747.300	746.600
"CPB"	"500"	23000.000	07/29/2018	0.100	166.799	366.000	-114.000	1304.000	301.000	301.000	301.000	301.000	302.000	304.000	306.000	308.000
"CPRT"	"500"	6026.000	10/31/2018	0.000	204.712	308.800	96.100	549.400	233.888	233.011	232.010	231.478	230.694	230.306	229.920	229.142
"CRM"	"500"	29000.000	10/31/2018	0.100	728.891	32.000	33.600	3118.300	760.000	747.000	729.000	724.024	717.000	712.000	706.000	701.963
"CSCO"	"500"	74200.000	10/27/2018	0.100	4492.607	878.000	-2616.000	14349.000	4565.000	4672.000	4791.000	4924.000	4959.000	4995.000	5005.000	5015.000
"CSX"	"500"	24000.000	09/30/2018	0.000	841.817	1818.000	72.000	4017.000	850.000	864.000	885.000	896.000	902.000	920.000	927.000	932.000
"CTAS"	"500"	41000.000	08/31/2018	1.500	90.764	273.700	-73.100	872.800	106.835	107.742	106.558	106.340	105.740	105.330	105.093	104.957
"CTL"	"500"	46000.000	09/30/2018	0.600	1072.499	3003.000	-5744.000	6214.000	1066.904	1064.711	1065.796	887.893	541.521	541.361	540.458	539.963
"CTSH"	"500"	274200.000	09/30/2018	0.200	575.918	361.000	-238.000	2726.000	579.000	585.000	587.000	590.000	590.000	589.000	605.000	607.600
"CTXS"	"500"	7500.000	09/30/2018	0.700	133.322	3.700	264.300	1082.700	135.055	135.993	139.248	147.428	151.156	151.212	153.247	155.995
"CVS"	"500"	246000.000	09/30/2018	0.100	1016.052	1958.000	39097.000	6250.000	1020.000	1018.000	1016.000	1014.000	1016.000	1019.000	1030.000	1064.000
"CVX"	"500"	51900.000	09/30/2018	-99999999.990	1909.899	13442.000	2970.000	27697.000	1900.717	1900.375	1895.990	1888.922	1882.650	1881.019	1879.372	1876.561
"CXO"	"500"	1203.000	09/30/2018	0.200	198.450	59.000	24.000	2349.000	188.953	175.279	147.925	147.581	147.557	147.304	146.838	144.769
"D"	"500"	16200.000	09/30/2018	0.000	654.230	4493.000	82.000	4588.000	653.900	652.800	650.500	643.800	642.500	629.200	628.100	626.027
"DAL"	"500"	86564.000	09/30/2018	0.200	684.015	1341.000	1131.000	7568.000	686.000	695.000	704.000	708.000	716.000	728.000	728.000	730.000
"DE"	"500"	60500.000	07/29/2018	0.000	321.258	694.100	-324.400	1141.800	323.500	324.200	322.800	321.600	320.800	319.200	316.700	314.600
"DFS"	"500"	16500.000	09/30/2018	0.600	333.273	234.000	2095.000	6054.000	341.000	348.000	355.000	359.000	371.000	379.000	386.000	390.000
"DG"	"500"	129000.000	11/02/2018	0.000	265.174	708.800	34.500	2173.300	264.490	266.457	268.267	270.303	272.319	273.690	274.692	275.812
"DGX"	"500"	45000.000	09/30/2018	0.100	135.632	314.000	-87.000	1228.000	136.000	136.000	136.000	137.000	137.000	137.000	137.000	137.000
"DHI"	"500"	8437.000	09/30/2018	6.400	352.094	68.100	465.300	545.200	376.600	377.400	376.800	375.800	374.900	374.800	374.400	373.300
"DHR"	"500"	67000.000	09/28/2018	0.400	619.365	615.100	127.600	3619.100	701.400	700.200	698.600	696.423	696.200	695.400	694.300	693.000
"DIS"	"500"	201000.000	09/29/2018	0.100	1486.485	4465.000	91.000	14295.000	1490.000	1491.000	1503.000	1512.000	1538.000	1562.000	1580.000	1592.000
"DISCA"	"500"	7000.000	09/30/2018	0.900	502.470	138.000	-6463.000	2109.000	523.000	523.000	422.000	381.000	381.000	384.000	389.000	392.000
"DISH"	"500"	17000.000	09/30/2018	0.900	221.259	107.700	-353.100	2568.200	467.570	467.425	466.642	466.405	466.240	466.019	465.412	465.119
"DLR"	"500"	1436.000	09/30/2018	0.000	206.195	488.400	-156.000	1375.600	206.119	205.956	205.714	205.794	170.194	160.833	159.297	159.022
"DLTR"	"500"	56300.000	11/03/2018	1.200	231.290	1254.800	308.200	1968.500	237.900	237.900	237.500	237.100	236.900	236.700	236.300	236.000
"DOV"	"500"	29000.000	09/30/2018	0.500	142.540	200.900	-112.800	744.200	147.344	151.744	152.434	155.736	155.757	155.703	155.663	155.378
"DRE"	"500"	400.000	09/30/2018	0.100	357.527	310.400	-375.200	457.900	357.898	357.054	356.740	356.204	355.905	355.647	355.282	354.745
"DRI"	"500"	180656.000	08/26/2018	0.200	123.882	23.300	5.000	1033.000	123.800	123.400	123.600	123.600	125.200	124.900	124.100	123.100
"DTE"	"500"	10200.000	09/30/2018	0.200	180.752	297.000	16.000	2614.000	182.000	181.000	180.000	179.000	179.000	179.000	179.000	176.000
"DUK"	"500"	29060.000	09/30/2018	0.000	712.359	8963.000	20.000	7290.000	713.000	703.000	701.000	700.000	700.000	700.000	700.000	697.000
"DVA"	"500"	74500.000	09/30/2018	0.200	162.152	-99999999.990	-99999999.990	-99999999.990	166.771	171.617	178.958	188.626	188.884	191.088	192.377	201.641
"DVN"	"500"	4900.000	09/30/2018	0.300	456.061	2755.000	256.000	2651.000	486.000	515.000	516.500	523.000	520.000	519.500	519.500	543.000
"DWDP"	"500"	98000.000	09/30/2018	0.100	2283.519	185.000	-6249.000	3981.000	2296.200	2308.900	2317.000	2327.100	1577.800	-99999999.990	-99999999.990	-99999999.990
"DXC"	"500"	150000.000	09/30/2018	0.300	278.835	250.000	2.000	2585.000	281.370	284.440	285.620	285.380	284.870	283.830	141.170	140.880
"EA"	"500"	9300.000	09/30/2018	0.200	300.511	107.000	814.000	1458.000	305.000	306.000	305.000	308.000	309.000	309.000	306.000	303.000
"EBAY"	"500"	14100.000	09/30/2018	4.900	915.085	713.000	321.000	2413.000	974.000	992.000	1010.000	1034.000	1062.000	1076.000	1083.000	1103.000
"ECL"	"500"	48400.000	09/30/2018	0.400	287.407	657.300	-5.500	2096.800	288.800	288.800	288.600	289.000	289.000	289.800	290.600	291.600
"ED"	"500"	15591.000	09/30/2018	0.100	310.919	59.000	129.000	2740.000	311.100	310.800	310.400	309.800	307.800	305.400	305.100	304.300
"EFX"	"500"	10300.000	09/30/2018	0.300	119.595	268.800	-62.000	714.700	120.500	120.300	120.200	120.100	120.100	120.300	120.000	119.600
"EIX"	"500"	12521.000	09/30/2018	0.000	325.409	4409.000	-79.000	3160.000	326.000	326.000	326.000	326.000	326.000	326.000	326.000	326.000
"EL"	"500"	46000.000	09/30/2018	0.300	217.431	641.000	-1.000	2361.000	366.800	367.100	367.900	368.700	368.400	368.000	367.000	366.900
"EMN"	"500"	14000.000	09/30/2018	0.100	139.514	592.000	-2.000	1449.000	140.600	141.900	142.800	143.600	144.300	145.300	146.200	146.400
"EMR"	"500"	87500.000	09/30/2018	0.500	622.007	617.000	-1969.000	2892.000	627.800	629.400	632.600	638.200	639.100	642.800	642.950	642.800
"EOG"	"500"	2664.000	09/30/2018	0.400	577.164	236.200	428.000	7010.900	577.254	576.135	575.775	575.370	574.783	574.439	573.935	571.651
"EQIX"	"500"	7273.000	09/30/2018	0.000	79.765	1848.200	-737.800	1751.700	79.872	79.479	79.241	78.567	78.055	77.923	72.773	71.401
"EQR"	"500"	2700.000	09/30/2018	0.100	375.784	3.900	-99.700	1339.800	368.028	367.930	367.800	367.445	366.996	366.820	366.605	365.257
"ES"	"500"	8084.000	09/30/2018	0.100	315.304	2590.900	-38.900	1920.500	317.360	317.345	317.397	317.397	317.393	317.391	317.463	317.510
"ESRX"	"500"	26600.000	09/30/2018	0.000	560.452	331.400	309.800	4358.100	562.900	561.900	562.800	565.100	571.800	582.900	601.000	608.900
"ESS"	"500"	1835.000	09/30/2018	0.100	64.620	31.300	111.600	823.700	66.052	66.048	66.044	66.038	65.995	65.729	65.550	65.521
"ETFC"	"500"	4091.000	09/30/2018	0.300	250.569	103.000	-316.000	1686.000	259.498	263.809	266.558	269.065	273.441	275.410	274.876	274.564
"ETN"	"500"	98000.000	09/30/2018	0.100	432.375	580.000	-464.000	2717.000	433.500	435.200	438.800	440.300	445.900	447.000	448.800	450.500
"ETR"	"500"	13504.000	09/30/2018	0.100	180.684	187.600	441.700	2770.300	181.002	180.823	180.708	180.310	179.564	179.475	179.335	179.130
"EVRG"	"500"	2205.000	09/30/2018	0.200	262.219	898.300	676.300	1361.700	268.600	180.900	171.400	142.480	142.500	142.500	142.437	142.152
"EW"	"500"	12200.000	09/30/2018	0.100	207.797	181.100	631.000	997.700	209.000	209.500	210.200	210.600	211.300	210.500	211.200	213.600
"EXC"	"500"	34621.000	09/30/2018	0.100	964.777	7525.000	763.000	8478.000	968.000	967.000	966.000	965.000	962.000	934.000	928.000	924.000
"EXPD"	"500"	16500.000	09/30/2018	0.100	171.493	65.100	-42.800	597.100	173.394	174.754	175.900	177.507	179.416	180.012	180.062	180.193
"EXPE"	"500"	22615.000	09/30/2018	8.600	117.995	818.700	-228.100	1973.200	149.482	150.076	151.817	152.258	152.088	151.582	150.531	150.625
"EXR"	"500"	3380.000	09/30/2018	0.500	122.486	4.200	-51.400	700.600	126.467	126.213	125.772	126.874	125.718	125.673	125.605	124.616
"F"	"500"	202000.000	09/30/2018	0.000	3898.927	7782.000	1003.000	16812.000	3976.000	3977.000	3974.000	3975.000	3972.000	3977.000	3976.000	3976.000
"FANG"	"500"	251.000	09/30/2018	0.200	100.703	2.000	478.200	1402.300	98.638	98.614	98.555	100.359	98.144	98.142	93.161	80.354
"FAST"	"500"	13749.000	09/30/2018	0.000	286.269	134.300	-3.700	625.500	287.000	287.140	287.600	287.334	287.500	288.700	289.243	289.074
"FB"	"500"	33606.000	09/30/2018	0.000	2370.293	11877.000	2418.000	29327.000	2885.000	2895.000	2906.000	2910.000	2904.000	2900.000	2891.000	2881.000
"FBHS"	"500"	23800.000	09/30/2018	0.100	101.329	176.000	120.800	591.400	142.400	144.900	149.900	151.700	153.500	154.200	153.300	154.000
"FCX"	"500"	25200.000	09/30/2018	0.000	1442.111	7.000	-356.000	5589.000	1450.000	1449.000	1449.000	1447.000	1448.000	1447.000	1446.000	1405.000
"FDX"	"500"	166000.000	08/31/2018	0.200	243.483	5798.000	-1134.000	4785.000	265.000	264.000	268.000	268.000	268.000	266.000	266.000	266.000
"FE"	"500"	15617.000	09/30/2018	0.000	510.442	0.000	-500.000	-322.000	503.000	494.000	477.000	444.000	444.000	444.000	443.000	429.000
"FFIV"	"500"	4409.000	09/30/2018	0.200	60.441	0.000	-248.500	761.100	60.455	60.970	61.420	62.195	63.075	63.935	64.479	65.195
"FIS"	"500"	53000.000	09/30/2018	0.100	325.453	162.000	-88.000	1911.000	328.000	329.000	330.000	330.000	331.000	330.000	328.000	329.000
