Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160405	4/5/2016	090741	CME 	00	090 	128485	3451	35523	5283	38993	15754	3022	20666	25138	16289	8285	586	1501	97489	103096	30996	25389	4153	-144	8912	-77	512	-865	-583	1631	-2038	856	-617	-442	-306	1272	5458	2881	-1305	100	2.7	27.6	4.1	30.3	12.3	2.4	16.1	19.6	12.7	6.4	0.5	1.2	75.9	80.2	24.1	19.8	86		11	9	10	8	5	14	25	19	12	4	7	62	64	31.5	26.2	44.7	39.5	30.6	25.7	41	38.2	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160329	3/29/2016	090741	CME 	00	090 	124332	3595	26611	5360	38481	16619	3605	19035	27176	15433	8902	1027	1807	96217	97638	28115	26694	2669	-157	4965	-134	-810	-3106	-126	6042	1021	-212	624	-270	397	5625	2535	-2956	134	100	2.9	21.4	4.3	30.9	13.4	2.9	15.3	21.9	12.4	7.2	0.8	1.5	77.4	78.5	22.6	21.5	85		10	8	8	9	5	15	24	15	13	4	6	56	63	33	25.1	46.6	38	31.5	24.6	41.2	36.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160322	3/22/2016	090741	CME 	00	090 	121663	3752	21646	5494	39290	19725	3731	12993	26155	15645	8277	1298	1410	90592	95103	31071	26560	-65862	-70805	-47458	-5214	43	-3916	1611	2347	-8173	2164	641	-3049	349	-68864	-63687	3002	-2175	100	3.1	17.8	4.5	32.3	16.2	3.1	10.7	21.5	12.9	6.8	1.1	1.2	74.5	78.2	25.5	21.8	81		9	9	7	9	5	13	24	14	13		6	53	62	33.8	24.7	45.8	37.7	31.5	24.5	39.4	35.4	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160315	3/15/2016	090741	CME 	00	090 	187525	74557	69104	10708	39247	23641	2120	10645	34328	13481	7636	4347	1061	159456	158790	28069	28735	-2803	737	11087	3848	-296	-881	386	763	-7737	-8797	630	281	230	-2499	-1582	-304	-1221	100	39.8	36.9	5.7	20.9	12.6	1.1	5.7	18.3	7.2	4.1	2.3	0.6	85	84.7	15	15.3	81	6	6	12	8	9	5	11	26	17	10	5	6	56	65	50.2	41.7	63	54.3	45.5	41.5	58.2	52.6	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160308	3/8/2016	090741	CME 	00	090 	190328	73820	58017	6860	39544	24522	1734	9882	42065	22279	7006	4065	831	161956	160373	28372	29955	5859	-534	11582	1030	-1307	-4940	-3557	3981	379	5737	-2030	-710	-288	3032	9231	2827	-3372	100	38.8	30.5	3.6	20.8	12.9	0.9	5.2	22.1	11.7	3.7	2.1	0.4	85.1	84.3	14.9	15.7	87	8	5	11	9	8	5	13	28	19	10	4	6	58	70	46.5	35.7	59.2	47.1	44.5	35.6	56.7	46.2	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160301	3/1/2016	090741	CME 	00	090 	184469	74354	46435	5830	40850	29462	5291	5901	41686	16542	9036	4776	1120	158924	151142	25545	33327	7034	1766	7030	1481	2074	1755	2372	-2163	-9443	1919	-1059	308	483	6872	5904	162	1130	100	40.3	25.2	3.2	22.1	16	2.9	3.2	22.6	9	4.9	2.6	0.6	86.2	81.9	13.8	18.1	86	6	6	9	7	10	5	11	28	15	12	6	7	54	68	49.1	34	62.3	46	47.2	33.9	59.5	45.4	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160223	2/23/2016	090741	CME 	00	090 	177435	72587	39405	4349	38776	27707	2920	8064	51129	14623	10095	4468	637	152052	145238	25383	32197	-533	-977	6895	-152	-1722	-5282	449	898	-2653	839	130	159	73	-462	328	-71	-861	100	40.9	22.2	2.5	21.9	15.6	1.6	4.5	28.8	8.2	5.7	2.5	0.4	85.7	81.9	14.3	18.1	88	6	6	10	8	8	5	10	32	16	12	6	6	54	71	49.2	34.7	61.8	47.5	48	34.5	59.7	47.3	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160216	2/16/2016	090741	CME 	00	090 	177968	73565	32510	4501	40498	32989	2470	7166	53782	13784	9965	4309	564	152514	144909	25454	33059	1334	-498	8264	-1070	454	-1857	190	528	-3543	68	1765	-444	104	1540	1712	-206	-378	100	41.3	18.3	2.5	22.8	18.5	1.4	4	30.2	7.7	5.6	2.4	0.3	85.7	81.4	14.3	18.6	88	7	5	10	7	12	5	8	32	15	11	6	6	52	72	50.8	36.9	62.8	50	49	36.6	60.7	49.6	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160209	2/9/2016	090741	CME 	00	090 	176634	74063	24246	5571	40044	34845	2281	6638	57325	13716	8200	4752	460	150974	143197	25660	33437	-5888	-2007	14285	-1440	791	-4980	-1102	270	-437	-2713	-768	-193	-82	-7051	3338	1163	-9226	100	41.9	13.7	3.2	22.7	19.7	1.3	3.8	32.5	7.8	4.6	2.7	0.3	85.5	81.1	14.5	18.9	86	7	5	11	6	12	5	12	29	14	9	6	6	52	70	51.3	37.3	63.1	50.4	49.6	37.1	61	50	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160202	2/2/2016	090741	CME 	00	090 	182522	76070	9961	7012	39253	39825	3383	6368	57761	16429	8968	4945	542	158025	139859	24497	42663	-7101	-4999	6282	210	2301	-3659	705	-2448	-13827	-78	-264	1783	169	-4404	-8415	-2697	1314	100	41.7	5.5	3.8	21.5	21.8	1.9	3.5	31.6	9	4.9	2.7	0.3	86.6	76.6	13.4	23.4	92	10	4	12	7	11	5	10	34	16	11	5	7	56	76	48.9	35.1	60.5	44.7	47.9	35	57.9	43.3	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160126	1/26/2016	090741	CME 	00	090 	189623	81069	3680	6801	36952	43484	2678	8816	71589	16507	9232	3163	374	162428	148274	27195	41349	1632	1528	1182	50	605	-4758	-163	400	8916	-117	-283	-1602	-132	1888	3375	-256	-1743	100	42.8	1.9	3.6	19.5	22.9	1.4	4.6	37.8	8.7	4.9	1.7	0.2	85.7	78.2	14.3	21.8	92	8	5	11	6	11	5	11	36	16	12		5	55	74	46	36.6	58.4	46.1	45.1	36.5	55.4	44.7	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160119	1/19/2016	090741	CME 	00	090 	187991	79541	2498	6752	36346	48242	2840	8416	62672	16624	9515	4765	506	160540	144899	27451	43092	4083	-956	127	1676	1688	981	893	-2475	-1028	2954	-1787	-356	244	2236	5492	1847	-1409	100	42.3	1.3	3.6	19.3	25.7	1.5	4.5	33.3	8.8	5.1	2.5	0.3	85.4	77.1	14.6	22.9	96	10		11	7	11	4	14	32	17	13	6	7	59	76	47.1	39	58	46.7	45.8	38.6	55.3	44.8	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160112	1/12/2016	090741	CME 	00	090 	183908	80497	2371	5075	34659	47261	1948	10891	63700	13670	11302	5121	262	158304	139407	25604	44501	-2420	-874	639	351	2194	-1440	-2189	1073	2848	-2539	-769	249	11	-2743	-2071	323	-349	100	43.8	1.3	2.8	18.8	25.7	1.1	5.9	34.6	7.4	6.1	2.8	0.1	86.1	75.8	13.9	24.2	104	9	4	8	7	13	4	13	41	14	11	6	6	55	81	47.6	36	58.1	43.1	46.5	36	56.2	42.1	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	160105	1/5/2016	090741	CME 	00	090 	186328	81371	1732	4725	32465	48700	4137	9818	60852	16209	12071	4872	251	161047	141478	25281	44850	-2710	-3003	-366	1574	591	-8126	1258	-6898	528	2635	4	-1145	83	-3755	-3559	1045	849	100	43.7	0.9	2.5	17.4	26.1	2.2	5.3	32.7	8.7	6.5	2.6	0.1	86.4	75.9	13.6	24.1	103	8	5	9	6	13	4	16	34	14	15	6	8	58	80	46.9	37.7	58.1	45.2	46.2	37.1	55.7	43.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160614	6/14/2016	092741	CME 	00	092 	45643	17301	1628	1127	1836	2210	117	15556	21720	2149	0	0	0	38086	28951	7557	16692	-19208	-15300	-754	-2021	859	-979	0	184	-10223	-1448	-994	0	0	-18721	-15425	-487	-3783	100	37.9	3.6	2.5	4	4.8	0.3	34.1	47.6	4.7	0	0	0	83.4	63.4	16.6	36.6	35	4				4		12	10	6	0	0	0	20	24	56.3	40.6	67.6	49	56.3	40.6	66.6	48.6	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160607	6/7/2016	092741	CME 	00	092 	64851	32601	2382	3148	977	3189	117	15372	31943	3598	994	0	0	56806	44376	8045	20475	4073	3630	1321	1243	0	-59	0	-1992	1440	759	-436	0	0	3205	4705	868	-632	100	50.3	3.7	4.9	1.5	4.9	0.2	23.7	49.3	5.5	1.5	0	0	87.6	68.4	12.4	31.6	44	5		4		6		13	15	9		0	0	25	33	55	37.8	65.1	48.6	54	37.8	62.1	44.8	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160531	5/31/2016	092741	CME 	00	092 	60778	28971	1061	1905	977	3248	117	17364	30502	2838	1430	0	0	53602	39672	7176	21106	5031	4058	-3012	360	0	475	0	-462	8186	-22	65	-480	0	3999	5507	1032	-476	100	47.7	1.7	3.1	1.6	5.3	0.2	28.6	50.2	4.7	2.4	0	0	88.2	65.3	11.8	34.7	46	5		4		5		12	19	7		0	0	25	33	57	34.5	67	43.5	56.1	34.5	65.8	43	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160524	5/24/2016	092741	CME 	00	092 	55747	24913	4073	1545	977	2773	117	17826	22316	2860	1365	480	0	49603	34165	6144	21582	8185	6620	-3357	528	-466	56	6	2310	4951	406	491	480	0	9895	3071	-1710	5114	100	44.7	7.3	2.8	1.8	5	0.2	32	40	5.1	2.4	0.9	0	89	61.3	11	38.7	45	5		4		4		13	16	8			0	27	31	53.7	31	64.5	41.5	52.8	31	63.2	40	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160517	5/17/2016	092741	CME 	00	092 	47562	18293	7430	1017	1443	2717	111	15516	17365	2454	874	0	0	39708	31094	7854	16468	2026	3641	-1690	-49	-476	-491	0	-361	2438	110	104	0	0	2969	318	-943	1708	100	38.5	15.6	2.1	3	5.7	0.2	32.6	36.5	5.2	1.8	0	0	83.5	65.4	16.5	34.6	43	4		4		4		15	14	7		0	0	27	28	43	37.5	55	48.2	42.4	37.3	54	45.7	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160510	5/10/2016	092741	CME 	00	092 	45536	14653	9120	1066	1919	3208	111	15876	14927	2344	770	0	0	36739	30776	8797	14760	470	2190	-2085	30	529	-236	-11	1063	2107	-27	-460	-400	0	3314	-622	-2844	1092	100	32.2	20	2.3	4.2	7	0.2	34.9	32.8	5.1	1.7	0	0	80.7	67.6	19.3	32.4	44	4				5		16	12	8		0	0	30	25	37.1	39.1	48.8	50.2	36.3	38	47.7	48.4	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160503	5/3/2016	092741	CME 	00	092 	45066	12463	11204	1036	1390	3444	122	14813	12820	2371	1230	400	0	33426	31398	11640	13668	-274	-182	1036	-107	-5	-62	0	-2408	69	598	510	-480	0	-1594	1054	1320	-1328	100	27.7	24.9	2.3	3.1	7.6	0.3	32.9	28.4	5.3	2.7	0.9	0	74.2	69.7	25.8	30.3	45	4				5		15	13	10			0	30	29	35.9	37.5	47.3	47.2	35.9	36.6	46.7	46.3	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160426	4/26/2016	092741	CME 	00	092 	45340	12645	10169	1143	1395	3506	122	17221	12751	1774	720	880	0	35019	30344	10321	14996	-602	-150	-6283	-236	-9	329	9	3517	3610	5	120	480	0	3256	-2087	-3858	1485	100	27.9	22.4	2.5	3.1	7.7	0.3	38	28.1	3.9	1.6	1.9	0	77.2	66.9	22.8	33.1	47	5				5		15	14	9			0	30	29	37.8	33.8	49.1	44.2	37.8	33.3	48.8	43.6	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160419	4/19/2016	092741	CME 	00	092 	45942	12795	16452	1379	1404	3177	113	13704	9141	1769	600	400	0	31763	32431	14179	13511	3372	401	1967	-23	-46	341	13	2909	999	-120	-740	0	0	2393	3177	979	195	100	27.9	35.8	3	3.1	6.9	0.2	29.8	19.9	3.9	1.3	0.9	0	69.1	70.6	30.9	29.4	43		5	4		5		15	11	7			0	27	28	34.3	37.2	45.6	49.9	34.3	34.2	45.3	46.9	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160412	4/12/2016	092741	CME 	00	092 	42570	12394	14485	1402	1450	2836	100	10795	8142	1889	1340	400	0	29370	29253	13200	13317	2889	118	6296	131	7	568	0	178	-1661	-582	1340	0	0	1191	4751	1698	-1862	100	29.1	34	3.3	3.4	6.7	0.2	25.4	19.1	4.4	3.1	0.9	0	69	68.7	31	31.3	44		5			5		14	12	12			0	29	31	34.5	34.2	45.8	46.1	34.5	30.9	45.1	42.9	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160405	4/5/2016	092741	CME 	00	092 	39681	12276	8188	1271	1443	2268	100	10618	9803	2471	0	400	0	28179	24502	11502	15179	1295	-1021	4920	894	207	-727	100	-1345	-2208	-41	0	0	0	-1206	2937	2501	-1642	100	30.9	20.6	3.2	3.6	5.7	0.3	26.8	24.7	6.2	0	1	0	71	61.7	29	38.3	40		5			4		14	11	10	0		0	25	28	36.8	24.8	49	38.5	36.8	23.3	48.4	35.3	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160329	3/29/2016	092741	CME 	00	092 	38386	13297	3269	378	1236	2995	0	11963	12011	2512	0	400	0	29386	21565	9000	16821	-1904	-1373	715	-10	18	90	0	-1569	-2149	446	0	0	0	-2488	-908	584	-996	100	34.6	8.5	1	3.2	7.8	0	31.2	31.3	6.5	0	1	0	76.6	56.2	23.4	43.8	41	4				5	0	14	12	10	0		0	27	27	38.8	28	52.2	35.7	38.8	27.6	51.3	34.8	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	160322	3/22/2016	092741	CME 	00	092 	40290	14670	2554	388	1218	2905	0	13531	14160	2066	0	400	0	31873	22473	8417	17817	-2331	-377	647	-35	0	-15	0	-3813	-1927	488	0	0	0	-3737	-842	1406	-1489	100	36.4	6.3	1	3	7.2	0	33.6	35.1	5.1	0	1	0	79.1	55.8	20.9	44.2	40	5				5	0	12	13	9	0		0	26	26	42.2	31.5	55.3	38.9	42.2	31.1	54.4	38.1	"(CONTRACTS OF CHF 125,000)"	F10	Combined
