Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190305	3-5-2019	090741	CME 	00	090 	159938	38540	11578	4371	40993	34225	6097	10239	51475	14673	16068	759	67	131048	123246	28890	36692	-2237	2541	-2413	91	-1774	1823	-1255	-3438	-5056	-12	-545	-16	-62	-4455	-6901	2218	4664	100	24.1	7.2	2.7	25.6	21.4	3.8	6.4	32.2	9.2	10	0.5	0	81.9	77.1	18.1	22.9	110	10	5	8	15	14	12	14	36	18	14			71	80	27.6	19.7	42.6	32	26.7	18.5	39.2	30.8	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190226	2-26-2019	090741	CME 	00	090 	162175	35999	13992	4280	42767	32403	7352	13677	56531	14686	16613	775	129	135503	130147	26672	32028	6243	-4832	5161	-312	7877	-6492	2061	2010	6781	140	189	24	76	7209	7438	-966	-1195	100	22.2	8.6	2.6	26.4	20	4.5	8.4	34.9	9.1	10.2	0.5	0.1	83.6	80.3	16.4	19.7	109	7	7	7	16	15	12	17	30	17	14			70	76	28.4	20	42.7	32.2	27.4	18.9	39.7	30.7	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190219	2-19-2019	090741	CME 	00	090 	155932	40831	8831	4592	34890	38895	5291	11667	49750	14546	16424	752	53	128294	122709	27638	33223	2665	-489	2405	428	3844	2929	-3228	-279	-2012	1093	868	713	48	2285	2376	380	289	100	26.2	5.7	2.9	22.4	24.9	3.4	7.5	31.9	9.3	10.5	0.5	0	82.3	78.7	17.7	21.3	106	9	5	7	14	17	11	18	26	18	14			71	73	31.1	22.2	44.6	34.9	30.2	20.9	41	33.6	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190212	2-12-2019	090741	CME 	00	090 	153267	41320	6426	4164	31046	35966	8519	11946	51762	13454	15556	38	5	126009	120334	27258	32933	-4596	-2830	1497	-7	2005	7123	-2079	-635	-8001	-808	1413	-402	-1186	-4129	-3863	-467	-733	100	27	4.2	2.7	20.3	23.5	5.6	7.8	33.8	8.8	10.1	0	0	82.2	78.5	17.8	21.5	107	9	4	7	15	18	14	19	27	19	13			71	77	31.4	22.4	45.7	34.1	28.5	21.1	40.1	32.8	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190205	2-5-2019	090741	CME 	00	090 	157863	44150	4929	4171	29041	28842	10599	12581	59763	14262	14143	440	1191	130138	124197	27725	33666	-8135	-14767	2940	-159	-16	-8728	2596	3490	1068	372	1222	-3564	64	-7198	-5410	-937	-2725	100	28	3.1	2.6	18.4	18.3	6.7	8	37.9	9	9	0.3	0.8	82.4	78.7	17.6	21.3	103	9		8	15	17	13	18	25	15	13			68	73	29.9	23.2	44.5	33.7	27.4	22	39.5	32	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190129	1-29-2019	090741	CME 	00	090 	165998	58917	1989	4330	29057	37570	8003	9091	58695	13890	12921	4004	1127	137336	129607	28662	36391	806	2072	-349	-411	-1163	-475	621	83	1506	-270	1701	746	-441	2191	926	-1385	-120	100	35.5	1.2	2.6	17.5	22.6	4.8	5.5	35.4	8.4	7.8	2.4	0.7	82.7	78.1	17.3	21.9	105	11		8	12	19	11	15	28	17	13	4		68	76	33.4	25.5	49.3	38	31.1	25.3	45.4	36.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190122	1-22-2019	090741	CME 	00	090 	165192	56845	2338	4741	30221	38045	7382	9009	57189	14160	11220	3258	1568	135145	128680	30047	36512	-5698	-3861	-167	149	-613	-1618	-109	-2882	-2731	245	1598	-2084	423	-5049	-5891	-649	193	100	34.4	1.4	2.9	18.3	23	4.5	5.5	34.6	8.6	6.8	2	0.9	81.8	77.9	18.2	22.1	103	12		8	13	17	9	15	29	17	11	4		65	75	33.9	24.5	49.1	37	31.6	24.2	45.4	35.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190115	1-15-2019	090741	CME 	00	090 	170890	60705	2505	4592	30834	39663	7491	11891	59919	13915	9622	5342	1145	140194	134572	30696	36318	-12753	-13337	2505	871	-646	-2639	974	-190	-5086	-493	-527	-3798	-109	-13456	-7774	703	-4979	100	35.5	1.5	2.7	18	23.2	4.4	7	35.1	8.1	5.6	3.1	0.7	82	78.7	18	21.3	104	12		8	10	18	8	16	32	19	9	4		63	78	33	24.5	50.2	36.9	31.3	24.3	46.8	35.7	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	190108	1-8-2019	090741	CME 	00	090 	183643	74042	0	3720	31480	42303	6516	12081	65005	14407	10149	9140	1253	153650	142345	29993	41298	-6506	15812	-393	-1718	282	-303	-2094	-16819	1178	-1467	748	-4072	-233	-5488	-9101	-1018	2595	100	40.3	0	2	17.1	23	3.5	6.6	35.4	7.8	5.5	5	0.7	83.7	77.5	16.3	22.5	108	13	0	7	11	18	8	15	36	20	10	5		64	82	33.6	23.7	52.4	35.7	33.5	23.5	49.7	34.4	"(CONTRACTS OF CAD 100,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190514	5-14-2019	092741	CME 	00	092 	95680	65788	1760	1152	1560	32043	341	15845	31961	1315	919	858	0	86920	69430	8760	26250	-8176	-2917	-81	4	-138	-398	-3	-4757	-4970	-95	0	0	0	-7906	-5543	-270	-2633	100	68.8	1.8	1.2	1.6	33.5	0.4	16.6	33.4	1.4	1	0.9	0	90.8	72.6	9.2	27.4	63	8				20		10	19	5			0	24	49	62.9	26.9	77.1	38.5	62.9	26.9	76.9	38.5	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190507	5-7-2019	092741	CME 	00	092 	103856	68704	1841	1148	1698	32441	344	20603	36931	1410	919	858	0	94826	74973	9030	28883	-1285	288	-30	132	0	1319	31	-1704	-934	2	0	-13	0	-1250	507	-35	-1792	100	66.2	1.8	1.1	1.6	31.2	0.3	19.8	35.6	1.4	0.9	0.8	0	91.3	72.2	8.7	27.8	67	9				20		11	21	4			0	26	50	59.6	26.1	75	37.8	59.6	26.1	74.8	37.8	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190430	4-30-2019	092741	CME 	00	092 	105141	68417	1871	1016	1698	31122	313	22306	37866	1408	919	871	0	96076	74466	9065	30675	8652	3392	-9	68	-96	1676	-526	4164	5684	27	0	0	0	7029	6919	1623	1733	100	65.1	1.8	1	1.6	29.6	0.3	21.2	36	1.3	0.9	0.8	0	91.4	70.8	8.6	29.2	63	8				18		10	21				0	23	47	59.1	25.1	74.6	37.7	59.1	25.1	74.4	37.7	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190423	4-23-2019	092741	CME 	00	092 	96489	65025	1880	948	1794	29446	839	18142	32182	1381	919	871	0	89048	67547	7441	28942	12945	9981	137	64	-718	3739	351	3067	6885	-167	243	-48	0	12820	10961	125	1984	100	67.4	1.9	1	1.9	30.5	0.9	18.8	33.4	1.4	1	0.9	0	92.3	70	7.7	30	65	8				20		10	21	4			0	25	50	61.4	25.5	76.5	35.9	61.4	25.5	76.2	35.9	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190416	4-16-2019	092741	CME 	00	092 	83544	55044	1743	884	2512	25707	488	15075	25297	1548	676	919	0	76228	56586	7316	26958	8011	8748	-122	-68	523	1624	72	-1403	3718	359	0	0	0	8231	5582	-220	2429	100	65.9	2.1	1.1	3	30.8	0.6	18	30.3	1.9	0.8	1.1	0	91.2	67.7	8.8	32.3	60	7			4	17		10	18	8			0	25	47	64.1	27.4	77.1	38.3	63.8	27.4	76.8	38.3	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190409	4-9-2019	092741	CME 	00	092 	75533	46296	1865	952	1989	24083	416	16478	21578	1190	676	919	0	67997	51003	7536	24530	873	508	-561	391	523	49	-264	69	1124	598	0	0	0	1826	1337	-953	-464	100	61.3	2.5	1.3	2.6	31.9	0.6	21.8	28.6	1.6	0.9	1.2	0	90	67.5	10	32.5	53	4				16		10	15	7			0	23	40	66.1	26.3	78.9	38.9	65.5	26.3	78.3	38.9	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190402	4-2-2019	092741	CME 	00	092 	74660	45788	2426	561	1466	24034	680	16409	20455	591	676	919	0	66171	49666	8489	24994	1032	321	-313	-75	-1541	-1229	338	2534	374	171	0	0	0	1748	-733	-716	1765	100	61.3	3.2	0.8	2	32.2	0.9	22	27.4	0.8	0.9	1.2	0	88.6	66.5	11.4	33.5	53	4	4			17		10	14	4			0	22	39	66.3	24.8	78.7	37.9	65.6	24.8	78	37.9	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190326	3-26-2019	092741	CME 	00	092 	73628	45468	2739	636	3007	25263	342	13875	20080	420	676	919	0	64423	50399	9205	23229	-3310	-1716	62	-193	-363	-2032	-922	-1582	141	43	236	0	0	-4497	-2900	1187	-410	100	61.8	3.7	0.9	4.1	34.3	0.5	18.8	27.3	0.6	0.9	1.2	0	87.5	68.5	12.5	31.5	52	4	4		4	17		7	14	4			0	21	40	66.6	23.3	78.1	37	65.7	23.3	77.2	37	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190319	3-19-2019	092741	CME 	00	092 	76938	47184	2677	829	3370	27295	1264	15457	19939	377	440	919	0	68921	53300	8017	23638	-9875	430	514	-5005	960	270	-196	-3207	166	-1338	0	0	0	-8356	-5590	-1519	-4285	100	61.3	3.5	1.1	4.4	35.5	1.6	20.1	25.9	0.5	0.6	1.2	0	89.6	69.3	10.4	30.7	57	5	4		4	18	4	11	13				0	26	39	64.9	22.9	75.7	37.4	63.9	22.9	74.6	37.4	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190312	3-12-2019	092741	CME 	00	092 	86813	46754	2163	5834	2410	27025	1460	18664	19774	1716	440	919	0	77277	58890	9536	27923	6220	-1343	-312	5646	751	-512	-428	-354	-769	825	2	0	0	5098	4450	1122	1770	100	53.9	2.5	6.7	2.8	31.1	1.7	21.5	22.8	2	0.5	1.1	0	89	67.8	11	32.2	57	8		5	4	16	5	11	13	8			0	31	44	59.3	19.5	73.4	33.5	54.3	19.5	67.6	32.7	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190305	3-5-2019	092741	CME 	00	092 	80593	48097	2475	188	1659	27537	1888	19018	20543	891	438	919	0	72179	54440	8414	26153	4631	1528	-153	-19	-66	853	572	2859	848	0	0	0	0	4875	2101	-244	2530	100	59.7	3.1	0.2	2.1	34.2	2.3	23.6	25.5	1.1	0.5	1.1	0	89.6	67.5	10.4	32.5	59	8				19	4	11	14	4			0	29	40	57.4	20.3	73.5	34.5	57	20.3	72.8	34.4	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190226	2-26-2019	092741	CME 	00	092 	75962	46569	2628	207	1725	26684	1316	16159	19695	890	438	919	0	67304	52339	8658	23623	604	381	-494	2	248	1812	649	-185	-625	-303	0	0	0	791	1041	-187	-437	100	61.3	3.5	0.3	2.3	35.1	1.7	21.3	25.9	1.2	0.6	1.2	0	88.6	68.9	11.4	31.1	58	7				18	5	12	13	6			0	29	42	60.6	20.8	75.3	35.7	59.9	20.8	74.6	35.7	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190219	2-19-2019	092741	CME 	00	092 	75358	46188	3122	204	1477	24872	667	16344	20320	1194	438	919	0	66513	51298	8845	24060	2499	3279	119	5	140	2332	-1045	-495	985	0	438	0	0	2322	2396	177	103	100	61.3	4.1	0.3	2	33	0.9	21.7	27	1.6	0.6	1.2	0	88.3	68.1	11.7	31.9	59	7				18		12	15	6			0	26	43	60.2	19.3	75.1	33.4	59.5	19.3	74.3	33.4	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190212	2-12-2019	092741	CME 	00	092 	72859	42910	3003	200	1337	22540	1712	16839	19334	1193	0	919	0	64191	48902	8668	23957	3594	1841	-4578	-6	-49	2034	1026	817	2702	-186	0	0	0	3443	991	151	2603	100	58.9	4.1	0.3	1.8	30.9	2.3	23.1	26.5	1.6	0	1.3	0	88.1	67.1	11.9	32.9	56	6				18	4	10	16	5	0		0	25	42	62.2	17.4	74.7	31.4	61.4	17.4	73.9	31.4	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190205	2-5-2019	092741	CME 	00	092 	69265	41068	7581	206	1386	20506	686	16022	16633	1380	0	919	0	60748	47911	8517	21354	3675	1385	-1414	16	-52	3149	-353	3000	1772	-33	0	-725	0	3962	2411	-287	1264	100	59.3	10.9	0.3	2	29.6	1	23.1	24	2	0	1.3	0	87.7	69.2	12.3	30.8	56	6	6			17		11	13	6	0		0	24	42	63.8	19	74.5	33.8	63	19	73.7	33.8	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190129	1-29-2019	092741	CME 	00	092 	65590	39684	8995	190	1438	17357	1039	13022	14861	1413	0	1644	0	56786	45500	8804	20090	1893	-38	-1692	-11	180	1966	494	820	1311	6	0	146	0	1451	2220	442	-327	100	60.5	13.7	0.3	2.2	26.5	1.6	19.9	22.7	2.2	0	2.5	0	86.6	69.4	13.4	30.6	54	5	6			13		11	15	8	0		0	25	41	67	21.3	75.9	36.7	66.1	21.3	75	36.7	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190122	1-22-2019	092741	CME 	00	092 	63697	39722	10687	202	1258	15391	545	12202	13550	1407	0	1498	0	55335	43279	8362	20418	583	-240	-2553	74	-9	2929	-167	267	-1721	91	0	21	0	15	-1326	568	1909	100	62.4	16.8	0.3	2	24.2	0.9	19.2	21.3	2.2	0	2.4	0	86.9	67.9	13.1	32.1	52	5	6			13		10	14	7	0		0	23	40	68.9	22.5	77.8	36	68	22.5	76.9	36	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	190115	1-15-2019	092741	CME 	00	092 	63114	39962	13240	127	1267	12462	712	11935	15270	1316	0	1477	0	55320	44605	7794	18509	-4562	-4739	5274	-130	-268	-282	188	1122	-7111	-144	0	-398	0	-3970	-2603	-592	-1959	100	63.3	21	0.2	2	19.7	1.1	18.9	24.2	2.1	0	2.3	0	87.7	70.7	12.3	29.3	51	5	6			12		9	15	7	0		0	23	40	69.8	25.5	79.1	37.3	69	25.5	78.4	37.3	"(CONTRACTS OF CHF 125,000)"	F10	Combined
