Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180130	1-30-2018	090741	CME 	00	090 	200922	10493	108857	6069	46669	11090	5229	63194	28313	18208	6076	1776	634	156573	180177	44349	20745	11841	3368	13637	876	-171	-74	1143	3687	-5955	1932	50	-802	192	11077	10950	764	891	100	5.2	54.2	3	23.2	5.5	2.6	31.5	14.1	9.1	3	0.9	0.3	77.9	89.7	22.1	10.3	104	4	11	9	20	6	5	28	23	21	8	4	5	84	60	26.1	45.5	36.7	57.4	24.9	45.1	34	56.6	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180123	1-23-2018	090741	CME 	00	090 	189081	7125	95220	5193	46840	11164	4086	59508	34268	16276	6026	2578	443	145495	169227	43586	19854	8251	-1726	7615	441	-531	-115	662	8552	605	547	512	412	6	8463	10173	-212	-1922	100	3.8	50.4	2.7	24.8	5.9	2.2	31.5	18.1	8.6	3.2	1.4	0.2	76.9	89.5	23.1	10.5	105	4	10	8	21	7	5	28	23	20	8	4	4	82	60	24.7	45.3	35.8	57.5	23.5	45	33.6	56.8	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180116	1-16-2018	090741	CME 	00	090 	180830	8851	87605	4752	47371	11279	3424	50956	33663	15728	5513	2166	437	137033	159054	43797	21776	14287	2128	10098	-866	1287	1707	651	8964	-797	1020	233	-98	18	13436	11733	851	2554	100	4.9	48.4	2.6	26.2	6.2	1.9	28.2	18.6	8.7	3	1.2	0.2	75.8	88	24.2	12	94	4	9	7	20	7	5	24	20	21	6	4	4	74	57	23.9	46	35.7	57.8	22.9	45.7	33.7	57.2	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180109	1-9-2018	090741	CME 	00	090 	166543	6723	77507	5617	46084	9572	2774	41992	34459	14708	5280	2264	419	123596	147321	42947	19222	18885	97	19279	758	3198	-206	-571	10740	2933	-293	-444	493	8	13492	22401	5393	-3516	100	4	46.5	3.4	27.7	5.7	1.7	25.2	20.7	8.8	3.2	1.4	0.3	74.2	88.5	25.8	11.5	97	5	9	8	19	7	5	25	23	23	5	4		76	60	20.5	44.9	32.6	55.8	19.6	44.7	29.9	55.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180102	1-2-2018	090741	CME 	00	090 	147658	6626	58228	4859	42886	9779	3345	31252	31526	15001	5724	1770	411	110105	124920	37553	22738	13420	1813	3192	153	7308	-20	707	1023	9313	705	-690	-572	-30	10990	13450	2430	-30	100	4.5	39.4	3.3	29	6.6	2.3	21.2	21.4	10.2	3.9	1.2	0.3	74.6	84.6	25.4	15.4	96		9	8	18	7	5	27	22	22	6	4		75	59	20.6	39.5	32.1	50.6	18.5	39.3	28.9	49.3	"(CONTRACTS OF CAD 100,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180410	4-10-2018	092741	CME 	00	092 	51865	20057	1234	220	1121	7301	362	19966	23945	35	480	1674	480	42722	35252	9143	16613	2508	4374	89	220	-1012	656	0	890	1352	-221	0	-480	480	4732	2097	-2224	411	100	38.7	2.4	0.4	2.2	14.1	0.7	38.5	46.2	0.1	0.9	3.2	0.9	82.4	68	17.6	32	48	8				8		12	13					26	26	40	36	55.7	48.5	40	36	55.7	48.5	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180403	4-3-2018	092741	CME 	00	092 	49357	15683	1145	0	2133	6645	362	19076	22593	256	480	2154	0	37990	33155	11367	16202	4238	3901	716	0	-46	1018	-11	1340	1397	-8	0	480	0	5176	3592	-938	646	100	31.8	2.3	0	4.3	13.5	0.7	38.6	45.8	0.5	1	4.4	0	77	67.2	23	32.8	49	7		0	4	8		12	13				0	27	26	34.1	33.4	49.7	45.5	34.1	33.4	49.7	45.4	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180327	3-27-2018	092741	CME 	00	092 	45119	11782	429	0	2179	5627	373	17736	21196	264	480	1674	0	32814	29563	12305	15556	380	1422	1	0	93	174	0	-1828	-1164	119	0	56	0	-194	-814	574	1194	100	26.1	1	0	4.8	12.5	0.8	39.3	47	0.6	1.1	3.7	0	72.7	65.5	27.3	34.5	47	6		0	4	7		15	12	4			0	29	23	24.1	35.7	40.9	48.9	24.1	35.7	40.9	48.8	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180320	3-20-2018	092741	CME 	00	092 	44739	10360	428	0	2086	5453	373	19564	22360	145	480	1618	0	33008	30377	11731	14362	-18881	-16102	-16098	-2037	-171	695	0	4765	1913	-2684	0	0	0	-16229	-18211	-2652	-670	100	23.2	1	0	4.7	12.2	0.8	43.7	50	0.3	1.1	3.6	0	73.8	67.9	26.2	32.1	45	5		0	4	7		13	13				0	25	23	30	37	47.8	50.8	30	37	47.8	50.8	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180313	3-13-2018	092741	CME 	00	092 	63620	26462	16526	2037	2257	4758	373	14799	20447	2829	480	1618	0	49237	48588	14383	15032	680	-528	-953	1654	-1519	32	0	220	-2836	1325	0	0	0	1152	-778	-472	1458	100	41.6	26	3.2	3.5	7.5	0.6	23.3	32.1	4.4	0.8	2.5	0	77.4	76.4	22.6	23.6	43		6	4	4	6		11	12	6			0	25	29	49.2	40.7	61.3	54.4	48.9	37.9	59.6	50.7	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180306	3-6-2018	092741	CME 	00	092 	62940	26990	17479	383	3776	4726	373	14579	23283	1504	480	1618	0	48085	49366	14855	13574	-6548	3317	-1199	14	-1189	-73	-31	-9863	-5194	-263	0	50	0	-8015	-6697	1467	149	100	42.9	27.8	0.6	6	7.5	0.6	23.2	37	2.4	0.8	2.6	0	76.4	78.4	23.6	21.6	46	4	5	4	5	6		10	14	7			0	26	32	49.5	41.2	60.3	55	49.5	41	60.3	54.7	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180227	2-27-2018	092741	CME 	00	092 	69488	23672	18678	369	4965	4799	404	24442	28477	1767	480	1568	0	56099	56062	13389	13426	-123	-29	330	194	-200	-436	0	-221	-710	314	0	0	0	58	-309	-181	186	100	34.1	26.9	0.5	7.1	6.9	0.6	35.2	41	2.5	0.7	2.3	0	80.7	80.7	19.3	19.3	47		6	4	5	6		10	15	7			0	26	33	54.2	40.6	65.6	56.5	54.2	40.6	65.6	56.1	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180220	2-20-2018	092741	CME 	00	092 	69611	23701	18348	176	5165	5235	404	24663	29187	1453	480	1568	0	56042	56371	13569	13240	-5490	-4572	-650	44	660	2	0	-1085	-5061	119	0	-208	0	-4834	-5754	-656	264	100	34	26.4	0.3	7.4	7.5	0.6	35.4	41.9	2.1	0.7	2.3	0	80.5	81	19.5	19	44		6	4	4	5		11	14	4			0	23	30	54.2	43.2	66.1	57.6	54.2	43.2	66	57.5	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180213	2-13-2018	092741	CME 	00	092 	75101	28273	18999	131	4505	5233	404	25748	34248	1334	480	1776	0	60875	62125	14226	12976	645	33	239	-19	-55	-865	0	760	775	397	0	0	0	1115	526	-470	119	100	37.6	25.3	0.2	6	7	0.5	34.3	45.6	1.8	0.6	2.4	0	81.1	82.7	18.9	17.3	42		6			5		12	12	5			0	22	29	53	44.2	65.4	60.4	53	44.2	65.3	59.8	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180206	2-6-2018	092741	CME 	00	092 	74456	28240	18760	150	4560	6098	404	24988	33473	937	480	1776	0	59760	61599	14696	12857	1431	-800	3808	16	937	135	-131	-414	-342	-392	0	0	0	-784	3093	2215	-1662	100	37.9	25.2	0.2	6.1	8.2	0.5	33.6	45	1.3	0.6	2.4	0	80.3	82.7	19.7	17.3	50		6			6		15	16	7			0	26	35	53.9	42.9	65.5	57.9	53.9	42.9	65.5	57.7	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180130	1-30-2018	092741	CME 	00	092 	73025	29040	14952	135	3623	5963	535	25402	33815	1329	480	1776	0	60544	58505	12481	14520	875	-7165	4660	-47	2306	-398	0	3599	-844	343	0	0	0	-965	3713	1840	-2838	100	39.8	20.5	0.2	5	8.2	0.7	34.8	46.3	1.8	0.7	2.4	0	82.9	80.1	17.1	19.9	50	4	6			6		14	16	9			0	27	36	54.3	36.9	67.5	53	54.3	36.9	67.5	52.8	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180123	1-23-2018	092741	CME 	00	092 	72150	36205	10292	182	1317	6361	535	21804	34659	987	480	1776	0	61510	54792	10640	17358	1584	-2082	3591	7	689	117	-67	292	-42	866	0	0	0	-295	4472	1879	-2888	100	50.2	14.3	0.3	1.8	8.8	0.7	30.2	48	1.4	0.7	2.5	0	85.3	75.9	14.7	24.1	52	5	6			7		11	19	9			0	27	38	62.1	32.2	73.1	45.4	62.1	32.2	73	45.3	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180116	1-16-2018	092741	CME 	00	092 	70566	38287	6702	176	628	6244	602	21511	34700	121	480	1776	0	61805	50320	8761	20246	-6937	-563	2656	80	25	-78	0	-3992	-5170	-4055	0	54	0	-8505	-6513	1568	-424	100	54.3	9.5	0.2	0.9	8.8	0.9	30.5	49.2	0.2	0.7	2.5	0	87.6	71.3	12.4	28.7	52	7	6			6		10	19	4			0	22	38	63.9	31	75.1	43.9	63.8	31	75	43.9	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180109	1-9-2018	092741	CME 	00	092 	77503	38850	4046	95	603	6322	602	25503	39870	4176	480	1722	0	70309	56834	7194	20669	1581	5309	110	95	-61	-824	-7	-6379	40	3587	0	0	0	2544	3002	-963	-1421	100	50.1	5.2	0.1	0.8	8.2	0.8	32.9	51.4	5.4	0.6	2.2	0	90.7	73.3	9.3	26.7	55	8	4			6		13	20	5			0	27	36	63.3	34.2	74.4	46.7	58.1	32.9	69.1	44.3	"(CONTRACTS OF CHF 125,000)"	F10	Combined
SWISS FRANC - CHICAGO MERCANTILE EXCHANGE	180102	1-2-2018	092741	CME 	00	092 	75922	33541	3936	0	664	7146	609	31882	39830	589	480	1722	0	67765	53832	8157	22090	-6090	-363	159	0	43	-1094	-46	-7419	-4135	358	0	-454	0	-7427	-5212	1337	-878	100	44.2	5.2	0	0.9	9.4	0.8	42	52.5	0.8	0.6	2.3	0	89.3	70.9	10.7	29.1	49	6	4	0		8		13	14	5			0	25	30	60.9	38.9	73.1	50.5	60.9	38.9	73	50.5	"(CONTRACTS OF CHF 125,000)"	F10	Combined
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE	180410	4-10-2018	096742	CME 	00	096 	216938	7206	54462	10580	23307	57777	6709	104224	30452	21851	2572	8864	996	177444	191689	39494	25249	3342	1548	6927	-2259	-1342	-1084	110	9494	5440	-5798	1249	0	-342	2659	2993	683	349	100	3.3	25.1	4.9	10.7	26.6	3.1	48	14	10.1	1.2	4.1	0.5	81.8	88.4	18.2	11.6	123	6	10	10	18	17	11	43	19	24	5	5		90	80	24.1	32.6	33.6	44	23.8	32.2	32.2	43.4	"(CONTRACTS OF GBP 62,500)"	F10	Combined
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE	180403	4-3-2018	096742	CME 	00	096 	213596	5658	47535	12839	24649	58861	6599	94730	25012	27649	1323	8864	1337	174785	188696	38811	24900	-10340	-125	6569	-1531	-1772	319	-1716	87	-8729	-3434	-798	111	-186	-9474	-8597	-866	-1743	100	2.6	22.3	6	11.5	27.6	3.1	44.4	11.7	12.9	0.6	4.1	0.6	81.8	88.3	18.2	11.7	125	6	11	11	18	17	11	44	21	29		5		92	86	24	30.6	34.4	43.2	23.1	30.3	30.2	40.9	"(CONTRACTS OF GBP 62,500)"	F10	Combined
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE	180327	3-27-2018	096742	CME 	00	096 	223936	5783	40966	14370	26421	58542	8315	94643	33741	31083	2120	8753	1524	184259	197293	39677	26643	22143	-6254	4754	969	23	265	1637	17737	6658	5162	261	0	24	19560	19470	2583	2673	100	2.6	18.3	6.4	11.8	26.1	3.7	42.3	15.1	13.9	0.9	3.9	0.7	82.3	88.1	17.7	11.9	125	7	10	11	19	18	10	43	20	30	4	4		93	85	23.2	30.1	33.5	42.7	21.5	29.7	28	40.4	"(CONTRACTS OF GBP 62,500)"	F10	Combined
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE	180320	3-20-2018	096742	CME 	00	096 	201793	12037	36212	13401	26398	58277	6677	76906	27082	25921	1859	8753	1500	164699	177823	37094	23970	-43885	-28699	-21813	-13730	838	908	431	1340	-6376	-2231	-515	463	-47	-42613	-42394	-1272	-1491	100	6	17.9	6.6	13.1	28.9	3.3	38.1	13.4	12.8	0.9	4.3	0.7	81.6	88.1	18.4	11.9	124	8	9	11	20	18	10	43	19	25		4		91	80	22	32.6	32.4	43.8	20.9	32.3	28.1	42.2	"(CONTRACTS OF GBP 62,500)"	F10	Combined
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE	180313	3-13-2018	096742	CME 	00	096 	245678	40736	58025	27130	25560	57369	6246	75566	33458	28151	2375	8290	1548	207311	220217	38367	25461	-7150	-1959	-263	-3890	-39	-1008	-93	5948	5449	-7294	26	-611	-597	-7898	-8306	748	1156	100	16.6	23.6	11	10.4	23.4	2.5	30.8	13.6	11.5	1	3.4	0.6	84.4	89.6	15.6	10.4	120	7	8	12	20	17	9	42	20	26				92	76	28.3	38	38.5	50.6	25.9	31.8	31.8	41.7	"(CONTRACTS OF GBP 62,500)"	F10	Combined
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE	180306	3-6-2018	096742	CME 	00	096 	252828	42695	58288	31020	25599	58377	6339	69618	28009	35445	2349	8901	2144	215210	228524	37618	24304	183	258	-3232	1226	-2346	-1128	318	1143	5789	145	1031	-213	1	1775	2905	-1592	-2722	100	16.9	23.1	12.3	10.1	23.1	2.5	27.5	11.1	14	0.9	3.5	0.8	85.1	90.4	14.9	9.6	122	7	9	11	20	18	10	38	22	29		5		93	81	27.9	36	39.6	50	25.3	31.4	31.5	40.2	"(CONTRACTS OF GBP 62,500)"	F10	Combined
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE	180227	2-27-2018	096742	CME 	00	096 	252645	42438	61521	29794	27945	59505	6021	68475	22220	35300	1318	9114	2144	213435	225619	39210	27026	7655	-1486	4591	3705	1652	-2608	-217	4810	1371	-993	-46	-5	-421	7004	5422	651	2233	100	16.8	24.4	11.8	11.1	23.6	2.4	27.1	8.8	14	0.5	3.6	0.8	84.5	89.3	15.5	10.7	118	7	9	11	20	19	11	36	20	26		4		85	83	27	36.3	38.5	50.7	25.1	33	31.9	41.6	"(CONTRACTS OF GBP 62,500)"	F10	Combined
