Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	151020	10/20/2015	090741	CME 	00	090 	133356	42335	15630	3333	28041	33862	1228	12462	36313	6959	11626	1134	640	106623	99099	26733	34257	5526	-2044	11408	437	-58	-5	218	4612	-4631	226	1090	65	-45	4436	7673	1090	-2147	100	31.7	11.7	2.5	21	25.4	0.9	9.3	27.2	5.2	8.7	0.9	0.5	80	74.3	20	25.7	80	6	6	9	6	7	4	16	25	12	9	5	5	51	59	44.8	39.4	53.5	48.5	44.5	39.4	52.5	48.3	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	151013	10/13/2015	090741	CME 	00	090 	127830	44379	4222	2897	28099	33867	1010	7850	40944	6732	10536	1069	685	102187	91426	25643	36404	-7147	-4991	3203	-1268	-1541	6890	-754	29	-9802	-1088	504	-533	-269	-9379	-3621	2232	-3526	100	34.7	3.3	2.3	22	26.5	0.8	6.1	32	5.3	8.2	0.8	0.5	79.9	71.5	20.1	28.5	74	6	4	8	6	7	4	14	26	15	7	4	4	47	58	47.1	38.4	55.7	46.2	46.7	38.3	54.5	45.9	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	151006	10/6/2015	090741	CME 	00	090 	134977	49370	1019	4164	29640	26977	1764	7822	50746	7820	10032	1602	954	111566	95047	23411	39930	-16827	-6220	435	-111	-1205	-3389	494	-6815	-9268	2	-1514	-180	-57	-15427	-12075	-1400	-4752	100	36.6	0.8	3.1	22	20	1.3	5.8	37.6	5.8	7.4	1.2	0.7	82.7	70.4	17.3	29.6	78	8		8	6	8	4	11	30	12	8	5	5	46	61	45.6	33.8	55.8	42.4	45.2	33.7	54.5	41.9	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150929	9/29/2015	090741	CME 	00	090 	151804	55590	584	4276	30845	30366	1270	14637	60014	7818	11546	1782	1011	126993	107121	24811	44683	2880	3943	584	299	2780	-343	72	-7527	-949	15	1241	-46	-67	756	-436	2124	3316	100	36.6	0.4	2.8	20.3	20	0.8	9.6	39.5	5.1	7.6	1.2	0.7	83.7	70.6	16.3	29.4	87	9		8	7	10	4	16	30	13	10	4	4	52	64	43	33.8	53.7	43.3	42.5	33.7	53.1	42.7	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150922	9/22/2015	090741	CME 	00	090 	148924	51646	0	3977	28065	30709	1198	22164	60964	7803	10305	1828	1078	126237	107557	22687	41367	-50034	-18405	-4558	-28374	2040	1851	80	5646	3302	-8234	-2183	-10397	-522	-49952	-46851	-82	-3183	100	34.7	0	2.7	18.8	20.6	0.8	14.9	40.9	5.2	6.9	1.2	0.7	84.8	72.2	15.2	27.8	84	11	0	8	7	9	4	19	25	12	9	4		52	59	42.4	38.7	53.8	47.7	42.1	38.6	53.2	47.1	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150915	9/15/2015	090741	CME 	00	090 	198958	70052	4558	32351	26025	28858	1119	16518	57661	16037	12488	12225	1600	176188	154408	22770	44550	29295	-711	48	26328	-40	3649	462	1536	-6242	4823	-2008	-808	463	30853	28724	-1558	571	100	35.2	2.3	16.3	13.1	14.5	0.6	8.3	29	8.1	6.3	6.1	0.8	88.6	77.6	11.4	22.4	85	11		10	6	9	4	17	25	14	8	6	5	54	64	38.8	37.8	56.4	52.5	31.5	31.1	43	38.7	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150908	9/8/2015	090741	CME 	00	090 	169663	70762	4509	6023	26065	25209	657	14982	63903	11213	14496	13032	1137	145336	125684	24327	43979	-13012	-6370	466	-1785	-994	2745	-178	1483	-8321	-3329	62	153	-533	-11644	-10782	-1368	-2230	100	41.7	2.7	3.5	15.4	14.9	0.4	8.8	37.7	6.6	8.5	7.7	0.7	85.7	74.1	14.3	25.9	90	10		9	6	10	4	14	30	14	9	7	5	53	69	38.7	35	52.4	45.2	38.1	35	51.8	44	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150901	9/1/2015	090741	CME 	00	090 	182675	77132	4043	7809	27059	22464	835	13499	72224	14542	14434	12880	1670	156979	136467	25696	46208	-6972	-7636	-136	-2	211	-4894	-210	238	-1714	97	-443	-951	-160	-7906	-7970	934	998	100	42.2	2.2	4.3	14.8	12.3	0.5	7.4	39.5	8	7.9	7.1	0.9	85.9	74.7	14.1	25.3	87	10		10	6	9	4	16	28	12	9	6	4	50	67	38.2	32.8	54.9	43	37.2	32.8	52.2	42.2	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150825	8/25/2015	090741	CME 	00	090 	189647	84768	4179	7811	26847	27358	1045	13261	73938	14445	14878	13831	1831	164885	144437	24762	45210	10319	-3548	734	3203	917	-5090	-6	5843	8898	-233	3534	238	244	9954	7987	365	2332	100	44.7	2.2	4.1	14.2	14.4	0.6	7	39	7.6	7.8	7.3	1	86.9	76.2	13.1	23.8	96	10		10	6	11	4	16	31	12	9	10	5	51	76	39.8	32.9	57	43	38.9	32.9	54.2	42.3	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150818	8/18/2015	090741	CME 	00	090 	179328	88315	3444	4608	25930	32448	1051	7418	65040	14678	11344	13593	1587	154931	136450	24397	42878	-11152	-3653	-380	28	-597	-3100	-55	-6706	-5058	-94	-560	9	-71	-11707	-8720	555	-2432	100	49.2	1.9	2.6	14.5	18.1	0.6	4.1	36.3	8.2	6.3	7.6	0.9	86.4	76.1	13.6	23.9	98	10		9	6	12	4	17	29	17	8	13	5	53	80	44.1	34.2	58.7	42.9	43.3	34.1	56.9	42	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150811	8/11/2015	090741	CME 	00	090 	190480	91968	3824	4581	26527	35548	1106	14123	70098	14772	11903	13584	1658	166638	145170	23842	45310	-4722	3399	-56	-396	-548	-2295	-420	-3400	1884	-3057	55	671	-522	-4889	-4190	167	-532	100	48.3	2	2.4	13.9	18.7	0.6	7.4	36.8	7.8	6.2	7.1	0.9	87.5	76.2	12.5	23.8	104	10		10	7	11	4	20	33	19	10	10	6	58	85	43.2	33.9	57.8	43.8	42.6	33.9	56.9	42.8	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150804	8/4/2015	090741	CME 	00	090 	195202	88569	3880	4977	27074	37843	1526	17524	68214	17829	11848	12912	2180	171527	149360	23675	45842	11890	10898	890	853	-46	2831	507	-3218	3670	1492	24	1951	89	10598	12284	1292	-394	100	45.4	2	2.5	13.9	19.4	0.8	9	34.9	9.1	6.1	6.6	1.1	87.9	76.5	12.1	23.5	102	11		10	7	10		18	32	17	10	11	7	57	82	41.3	34.3	57.1	43.7	40.6	34.2	55.7	42.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150728	7/28/2015	090741	CME 	00	090 	183312	77672	2989	4124	27121	35012	1019	20742	64543	16337	11824	10961	2091	160929	137076	22383	46236	10749	14409	-120	407	2371	1736	-57	-6862	5455	1844	535	2058	286	12933	11609	-2184	-860	100	42.4	1.6	2.2	14.8	19.1	0.6	11.3	35.2	8.9	6.5	6	1.1	87.8	74.8	12.2	25.2	104	11		10	6	11		18	34	16	13	8	6	58	81	39.3	33.5	55.9	42.6	38.8	33.5	54.8	41.2	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150721	7/21/2015	090741	CME 	00	090 	172563	63263	3109	3717	24750	33276	1076	27604	59088	14492	11289	8903	1805	147996	125467	24567	47096	19631	10857	640	378	317	4323	493	3707	2126	3749	-542	3340	595	19553	15644	78	3987	100	36.7	1.8	2.2	14.3	19.3	0.6	16	34.2	8.4	6.5	5.2	1	85.8	72.7	14.2	27.3	95	10		10	6	11		18	26	15	11	10	6	55	74	37.1	35.9	56.7	43.4	36.6	35.8	55.7	42	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150714	7/14/2015	090741	CME 	00	090 	152932	52406	2469	3340	24433	28953	583	23897	56962	10743	11831	5563	1210	128443	109822	24489	43110	19476	16159	136	174	-85	4445	-1155	898	7428	689	446	883	71	17198	12671	2278	6805	100	34.3	1.6	2.2	16	18.9	0.4	15.6	37.2	7	7.7	3.6	0.8	84	71.8	16	28.2	88	10		10	7	10	4	16	24	13	10	8	5	52	68	35.8	36.3	52.8	43.5	35.4	36.2	52.3	42.6	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150707	7/7/2015	090741	CME 	00	090 	133456	36247	2333	3166	24518	24508	1738	22999	49534	10054	11385	4679	1139	111245	97152	22211	36304	29796	18357	-1914	12	-202	6713	639	10438	18250	268	2412	363	285	32209	24617	-2413	5179	100	27.2	1.7	2.4	18.4	18.4	1.3	17.2	37.1	7.5	8.5	3.5	0.9	83.4	72.8	16.6	27.2	88	9		9	6	12	4	16	25	11	9	7	4	49	67	34.1	34	51	41.4	33	33.8	49.2	40.2	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150630	6/30/2015	090741	CME 	00	090 	103660	17890	4248	3154	24720	17795	1098	12561	31284	9786	8974	4316	853	79036	72535	24624	31125	11256	4027	-276	501	2333	5591	411	4686	3778	273	-1416	430	81	10897	10789	359	467	100	17.3	4.1	3	23.8	17.2	1.1	12.1	30.2	9.4	8.7	4.2	0.8	76.2	70	23.8	30	80	6	4	9	8	9	4	15	21	13	8	7		48	61	33.3	28.7	44.5	36.4	33.1	28.7	43.9	35.4	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150623	6/23/2015	090741	CME 	00	090 	92404	13863	4524	2654	22387	12204	687	7874	27506	9513	10389	3886	772	68139	61746	24265	30658	-37427	-30529	-32864	-2763	-105	1842	56	-3609	-552	-536	-728	455	-20	-38234	-34382	807	-3045	100	15	4.9	2.9	24.2	13.2	0.7	8.5	29.8	10.3	11.2	4.2	0.8	73.7	66.8	26.3	33.2	77	4	6	9	7	10		16	18	13	9	6		46	59	32	25.3	42.4	32.5	31.9	24.8	41.4	31.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150616	6/16/2015	090741	CME 	00	090 	129831	44392	37388	5417	22492	10362	631	11483	28058	10049	11117	3431	792	106374	96129	23457	33702	729	1075	857	829	1179	3668	173	2412	-2540	-2498	-797	80	-140	2232	429	-1504	299	100	34.2	28.8	4.2	17.3	8	0.5	8.8	21.6	7.7	8.6	2.6	0.6	81.9	74	18.1	26	83	5	8	11	7	9		14	21	14	10	7		51	63	44.2	34.8	53.9	44.8	44	34.7	53.7	42.2	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150609	6/9/2015	090741	CME	00	090	129102	43317	36530	4588	21313	6694	458	9072	30599	12547	11914	3351	932	104141	95700	24961	33403	-14723	3570	-9854	-1878	337	-184	-1813	-6382	6929	-5712	-2155	337	-786	-14819	-12961	96	-1762	100	33.6	28.3	3.6	16.5	5.2	0.4	7	23.7	9.7	9.2	2.6	0.7	80.7	74.1	19.3	25.9	81	5	8	10	6	7		12	26	14	9	7		49	61	44.1	34.2	52.1	42.8	44	34.1	51.8	40.4	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150602	6/2/2015	090741	CME	00	090	143826	39746	46384	6466	20976	6878	2271	15453	23669	18259	14070	3014	1718	118960	108661	24866	35165	1576	1032	-10103	1316	44	314	288	-2465	6667	2324	2120	-704	-452	4207	-350	-2631	1926	100	27.6	32.3	4.5	14.6	4.8	1.6	10.7	16.5	12.7	9.8	2.1	1.2	82.7	75.6	17.3	24.4	80	5	7	10	6	7		14	21	15	13	6	4	54	58	39.9	34.6	51.2	45.6	39.9	34.5	49	40.1	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150526	5/26/2015	090741	CME	00	090	142249	38714	56487	5150	20932	6565	1983	17918	17002	15935	11950	3718	2170	114753	109011	27496	33238	5451	-320	-1252	-377	73	955	742	4363	1632	1074	135	-222	191	5881	2742	-430	2709	100	27.2	39.7	3.6	14.7	4.6	1.4	12.6	12	11.2	8.4	2.6	1.5	80.7	76.6	19.3	23.4	81		8	8	6	7		13	23	12	11	9	5	49	59	41.6	37.7	51.7	47.1	41.6	35.7	50.5	41.3	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150519	5/19/2015	090741	CME	00	090	136798	39034	57740	5527	20859	5610	1241	13555	15371	14862	11815	3940	1979	108872	106269	27926	30529	-3843	633	5227	609	-27	-712	712	-2633	-11609	6	-382	-1454	168	-914	-7051	-2929	3208	100	28.5	42.2	4	15.2	4.1	0.9	9.9	11.2	10.9	8.6	2.9	1.4	79.6	77.7	20.4	22.3	78	4	8	8	6	6		11	22	13	12	8	6	49	59	43.9	40.5	54.1	49.2	43.9	39.1	51.9	44.7	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150512	5/12/2015	090741	CME	00	090	140641	38401	52512	4918	20886	6322	529	16189	26980	14855	12197	5393	1811	109786	113320	30855	27321	-2947	-356	12462	-1058	517	-229	-245	-895	-6635	-2670	-431	563	-1408	-6546	780	3599	-3727	100	27.3	37.3	3.5	14.9	4.5	0.4	11.5	19.2	10.6	8.7	3.8	1.3	78.1	80.6	21.9	19.4	84		9	8	6	7		12	25	14	12	10	5	52	62	43.2	37.4	52.1	49	43.2	37.3	50.6	46.8	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150505	5/5/2015	090741	CME	00	090	143588	38757	40050	5976	20369	6551	774	17084	33615	17526	12628	4830	3219	116332	112540	27256	31048	-6233	-736	12494	140	-369	-268	217	-4890	-17032	1202	168	-276	-143	-4410	-3665	-1823	-2568	100	27	27.9	4.2	14.2	4.6	0.5	11.9	23.4	12.2	8.8	3.4	2.2	81	78.4	19	21.6	87		8	8	6	7	4	16	23	16	13	10	6	57	64	42.3	34.8	51.4	47	42.3	34.5	49.5	43.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	150428	4/28/2015	090741	CME	00	090	149821	39493	27556	5836	20737	6819	557	21974	50647	16324	12460	5106	3361	120742	116205	29079	33616	4215	-1573	8634	1155	115	-336	114	-274	-4256	919	1891	-1791	115	2462	4552	1753	-337	100	26.4	18.4	3.9	13.8	4.6	0.4	14.7	33.8	10.9	8.3	3.4	2.2	80.6	77.6	19.4	22.4	91	4	7	8	6	7		19	25	14	12	10	5	56	64	40.1	33.3	49.3	44.8	40	33.1	47.4	43	"(CONTRACTS OF CAD 100,000)"	F10	Combined
